# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
3929	suck (e.g. candy)	Tiranige	ónjó	ó n dʒ ó	2449
3930	suck (e.g. candy)	Mombo	mílɛ́	m í l ɛ́	2454
#
3931	sun	Toro_Tegu	nǒŋ	n ǒ ŋ	2467
3932	sun	Ben_Tey	ùsú	ù s ú	2455
3933	sun	Bankan_Tey	ùsú	ù s ú	2455
3934	sun	Nanga	ùsí	ù s í	2455
3935	sun	Jamsay	nìnǐ:	n ì n ǐː	2458
3936	sun	Perge_Tegu	nìnǐ:	n ì n ǐː	2458
3937	sun	Gourou	nìnǐ:	n ì n ǐː	2458
3938	sun	Jamsay_Mondoro	nìnǐ:	n ì n ǐː	2458
3939	sun	Togo_Kan	nùnùŋú	n ù n ù ŋ ú	2458
3940	sun	Yorno_So	nǎm	n ǎ m	2467
3941	sun	Tommo_So	nǎm	n ǎ m	2467
3942	sun	Dogul_Dom	ísígú	í s í ɡ ú	2455
3943	sun	Tebul_Ure	ùdùgó	ù d ù ɡ ó	2455
3944	sun	Tiranige	yècíndó	dʒ è tʃ í n d ó	2465
3945	sun	Mombo	gé:wⁿè	ɡ éː w̃ è	2461
#
3946	supper	Toro_Tegu	nè:sé	n èː s é	2468
3947	supper	Bankan_Tey	nùmzó	n ù m z ó	2468
3948	supper	Nanga	dɛ̀:ndɛ̀pàndá	d ɛ̀ː n d ɛ̀ p à n d á	2474
3949	supper	Jamsay	pàná	p à n á	2469
3950	supper	Gourou	dà:ɣà pàná	d àː ɣ à # p à n á	2470
3951	supper	Togo_Kan	dàgàpàná	d à ɡ à p à n á	2469
3952	supper	Yorno_So	dìgɛ̀pàná	d ì ɡ ɛ̀ p à n á	2469
3953	supper	Tomo_Kan_Diangassagou	dàʔàpànà	d à ʔ à p à n à	2469
3954	supper	Tommo_So	dìgɛ̀ pànnú	d ì ɡ ɛ̀ # p à n n ú	2470
3955	supper	Dogul_Dom	dɛ̀ndùgàà páná	d ɛ̀ n d ù ɡ à à # p á n á	2470
3956	supper	Tebul_Ure	dɛ̀ndɛ̀nòmdó	d ɛ̀ n d ɛ̀ n ò m d ó	2474
3957	supper	Yanda_Dom	dèndàpànù	d è n d à p à n ù	2474
3958	supper	Tiranige	yángé	dʒ á n ɡ é	2473
3959	supper	Mombo	páléŋgè	p á l é ŋ ɡ è	2473
3960	supper	Bunoge	dènámpánàŋgè	d è n á m p á n à ŋ ɡ è	2469
#
3961	sweat (noun), perspiration	Toro_Tegu	dòró	d ò r ó	2488
3962	sweat (noun), perspiration	Ben_Tey	sùsǒ:	s ù s ǒː	2475
3963	sweat (noun), perspiration	Bankan_Tey	sò:só:	s òː s óː	2475
3964	sweat (noun), perspiration	Nanga	sǒy	s ǒ dʒ	2481
3965	sweat (noun), perspiration	Jamsay	ò:gú	òː ɡ ú	2478
3966	sweat (noun), perspiration	Perge_Tegu	sòsǒy	s ò s ǒ dʒ	2475
3967	sweat (noun), perspiration	Gourou	ò:gú	òː ɡ ú	2478
3968	sweat (noun), perspiration	Togo_Kan	ò:gú	òː ɡ ú	2478
3969	sweat (noun), perspiration	Yorno_So	sǒ:	s ǒː	2475
3970	sweat (noun), perspiration	Tomo_Kan_Diangassagou	ʔògú	ʔ ò ɡ ú	2478
3971	sweat (noun), perspiration	Tommo_So	sòó	s ò ó	2475
3972	sweat (noun), perspiration	Tebul_Ure	sògó	s ò ɡ ó	2475
3973	sweat (noun), perspiration	Yanda_Dom	úzú	ú z ú	2475
3974	sweat (noun), perspiration	Tiranige	újé	ú dʒ é	2477
3975	sweat (noun), perspiration	Mombo	újì	ú dʒ ì	2477
3976	sweat (noun), perspiration	Bunoge	ʔùjérè	ʔ ù dʒ é r è	2477
#
3977	sweet, sugary (taste)	Toro_Tegu	ètú	è t ú	2491
3978	sweet, sugary (taste)	Ben_Tey	ɛ́rìm	ɛ́ r ì m	2489
3979	sweet, sugary (taste)	Bankan_Tey	ɛ́rùm	ɛ́ r ù m	2489
3980	sweet, sugary (taste)	Nanga	ɛ́rî	ɛ́ r î	2489
3981	sweet, sugary (taste)	Jamsay	érù	é r ù	2489
3982	sweet, sugary (taste)	Perge_Tegu	érù	é r ù	2489
3983	sweet, sugary (taste)	Gourou	érù	é r ù	2489
3984	sweet, sugary (taste)	Jamsay_Mondoro	érù	é r ù	2489
3985	sweet, sugary (taste)	Togo_Kan	ɛ́lú	ɛ́ l ú	2489
3986	sweet, sugary (taste)	Tommo_So	ɛ́lɛ́lú	ɛ́ l ɛ́ l ú	2489
3987	sweet, sugary (taste)	Dogul_Dom	ɛ̀llɛ́	ɛ̀ l l ɛ́	2489
3988	sweet, sugary (taste)	Yanda_Dom	ɛ̌l	ɛ̌ l	2489
3989	sweet, sugary (taste)	Tiranige	ní:njí	n íː n dʒ í	2491
3990	sweet, sugary (taste)	Bunoge	dɛ̀njì	d ɛ̀ n dʒ ì	2491
#
3991	tail (of dog, sheep, etc.)	Toro_Tegu	báná	b á n á	2506
3992	tail (of dog, sheep, etc.)	Ben_Tey	dúrɔ̀	d ú r ɔ̀	2492
3993	tail (of dog, sheep, etc.)	Bankan_Tey	dúrà	d ú r à	2492
3994	tail (of dog, sheep, etc.)	Nanga	dúrâ	d ú r â	2492
3995	tail (of dog, sheep, etc.)	Jamsay	dúrɔ́	d ú r ɔ́	2492
3996	tail (of dog, sheep, etc.)	Perge_Tegu	dúrɔ́	d ú r ɔ́	2492
3997	tail (of dog, sheep, etc.)	Gourou	dùrɔ́	d ù r ɔ́	2492
3998	tail (of dog, sheep, etc.)	Togo_Kan	dúrɔ́	d ú r ɔ́	2492
3999	tail (of dog, sheep, etc.)	Yorno_So	dúlɔ̀	d ú l ɔ̀	2492
4000	tail (of dog, sheep, etc.)	Tomo_Kan_Diangassagou	jìlá	dʒ ì l á	2492
4001	tail (of dog, sheep, etc.)	Tommo_So	dúlɔ́	d ú l ɔ́	2492
4002	tail (of dog, sheep, etc.)	Dogul_Dom	dúlò	d ú l ò	2492
4003	tail (of dog, sheep, etc.)	Tebul_Ure	dúlá:	d ú l áː	2492
4004	tail (of dog, sheep, etc.)	Yanda_Dom	dùlɔ́	d ù l ɔ́	2492
4005	tail (of dog, sheep, etc.)	Tiranige	dìlɔ̀	d ì l ɔ̀	2492
4006	tail (of dog, sheep, etc.)	Mombo	dúlɔ́	d ú l ɔ́	2492
4007	tail (of dog, sheep, etc.)	Bunoge	dílɔ̀	d í l ɔ̀	2492
#
4008	tail (of scorpion)	Toro_Tegu	báná	b á n á	2519
4009	tail (of scorpion)	Ben_Tey	dúrɔ̀	d ú r ɔ̀	2507
4010	tail (of scorpion)	Bankan_Tey	dúrà	d ú r à	2507
4011	tail (of scorpion)	Nanga	tàmbî	t à m b î	2512
4012	tail (of scorpion)	Jamsay	dúrɔ́	d ú r ɔ́	2507
4013	tail (of scorpion)	Perge_Tegu	dúrɔ́	d ú r ɔ́	2507
4014	tail (of scorpion)	Togo_Kan	dúrɔ́	d ú r ɔ́	2507
4015	tail (of scorpion)	Yorno_So	dúlɔ̀	d ú l ɔ̀	2507
4016	tail (of scorpion)	Tomo_Kan_Diangassagou	jìlá	dʒ ì l á	2507
4017	tail (of scorpion)	Tommo_So	mòòmíó dùlɔ̀	m ò ò m í ó # d ù l ɔ̀	2517
4018	tail (of scorpion)	Tebul_Ure	dúlá:	d ú l áː	2507
4019	tail (of scorpion)	Yanda_Dom	dùlɔ́	d ù l ɔ́	2507
4020	tail (of scorpion)	Tiranige	dìlɔ̀	d ì l ɔ̀	2507
4021	tail (of scorpion)	Mombo	dúlɔ́	d ú l ɔ́	2507
4022	tail (of scorpion)	Bunoge	dílɔ̀	d í l ɔ̀	2507
#
4023	take (handful of food) in hand	Ben_Tey	cɛ́	tʃ ɛ́	2520
4024	take (handful of food) in hand	Bankan_Tey	cɛ́	tʃ ɛ́	2520
4025	take (handful of food) in hand	Nanga	pɛ́njí	p ɛ́ n dʒ í	2526
4026	take (handful of food) in hand	Jamsay	jɛ̌:	dʒ ɛ̌ː	2520
4027	take (handful of food) in hand	Perge_Tegu	gùsɔ́	ɡ ù s ɔ́	2522
4028	take (handful of food) in hand	Gourou	yⁿǎ: zɛ́:	dʒⁿ ǎː # z ɛ́ː	2523
4029	take (handful of food) in hand	Togo_Kan	nùmɔ̀jɛ̌: jɛ̌:	n ù m ɔ̀ dʒ ɛ̌ː # dʒ ɛ̌ː	2528
4030	take (handful of food) in hand	Yorno_So	pɛ́rɛ́	p ɛ́ r ɛ́	2534
4031	take (handful of food) in hand	Tomo_Kan_Diangassagou	jɛ̀:	dʒ ɛ̀ː	2520
4032	take (handful of food) in hand	Tommo_So	gùdɔ́	ɡ ù d ɔ́	2522
4033	take (handful of food) in hand	Dogul_Dom	gùsɛ́	ɡ ù s ɛ́	2522
4034	take (handful of food) in hand	Tebul_Ure	nùmà: yɛ̀gɛ́yɛ̀gɛ̀nɛ́ ɲǎ:	n ù m àː # dʒ ɛ̀ ɡ ɛ́ dʒ ɛ̀ ɡ ɛ̀ n ɛ́ # ɲ ǎː	2528
4035	take (handful of food) in hand	Yanda_Dom	gùzɔ́	ɡ ù z ɔ́	2522
4036	take (handful of food) in hand	Tiranige	kújè ɔ́njɔ́	k ú dʒ è # ɔ́ n dʒ ɔ́	2529
4037	take (handful of food) in hand	Mombo	kémbúlè	k é m b ú l è	2525
#
4038	tea	Toro_Tegu	àtê:	à t êː	2535
4039	tea	Bankan_Tey	átè:	á t èː	2535
4040	tea	Nanga	tê:	t êː	2535
4041	tea	Perge_Tegu	átê:	á t êː	2535
4042	tea	Gourou	àtê:	à t êː	2535
4043	tea	Togo_Kan	té	t é	2535
4044	tea	Yorno_So	tê:	t êː	2535
4045	tea	Tomo_Kan_Diangassagou	té:	t éː	2535
4046	tea	Tommo_So	téé	t é é	2535
4047	tea	Dogul_Dom	téè	t é è	2535
4048	tea	Tebul_Ure	té:	t éː	2535
4049	tea	Yanda_Dom	tê:	t êː	2535
4050	tea	Tiranige	té:	t éː	2535
4051	tea	Mombo	tɛ̂:	t ɛ̂ː	2535
#
4052	ten	Toro_Tegu	pɛ́:rú	p ɛ́ː r ú	2536
4053	ten	Ben_Tey	pɛ́rú	p ɛ́ r ú	2536
4054	ten	Bankan_Tey	pɛ́:rú	p ɛ́ː r ú	2536
4055	ten	Nanga	pɛ́:rù	p ɛ́ː r ù	2536
4056	ten	Jamsay	pɛ́rú	p ɛ́ r ú	2536
4057	ten	Perge_Tegu	pɛ́rú	p ɛ́ r ú	2536
4058	ten	Gourou	pɛ́rɛ́	p ɛ́ r ɛ́	2536
4059	ten	Togo_Kan	pɛ́rú	p ɛ́ r ú	2536
4060	ten	Yorno_So	pɛ́l	p ɛ́ l	2536
4061	ten	Tommo_So	pɛ́lú	p ɛ́ l ú	2536
4062	ten	Dogul_Dom	pɛ́ɛ̀l	p ɛ́ ɛ̀ l	2536
4063	ten	Tebul_Ure	pɛ́lú	p ɛ́ l ú	2536
4064	ten	Tiranige	pìyɔ̀lù	p ì dʒ ɔ̀ l ù	2536
4065	ten	Mombo	pɛ́:lù	p ɛ́ː l ù	2536
4066	ten	Bunoge	kóbéwⁿ	k ó b é w̃	2538
#
4067	tendon, sinew, nerve	Toro_Tegu	cé:ŋ	tʃ éː ŋ	2543
4068	tendon, sinew, nerve	Ben_Tey	wé:rí:	w éː r íː	2539
4069	tendon, sinew, nerve	Bankan_Tey	wò:rú	w òː r ú	2539
4070	tendon, sinew, nerve	Nanga	wé:rí	w éː r í	2539
4071	tendon, sinew, nerve	Jamsay	cé:ŋ	tʃ éː ŋ	2543
4072	tendon, sinew, nerve	Perge_Tegu	ké:ŋgú	k éː ŋ ɡ ú	2543
4073	tendon, sinew, nerve	Gourou	ké:ŋ	k éː ŋ	2543
4074	tendon, sinew, nerve	Jamsay_Mondoro	cé:ŋ	tʃ éː ŋ	2543
4075	tendon, sinew, nerve	Togo_Kan	kùwɔ̀á:ɲú	k ù w ɔ̀ áː ɲ ú	2551
4076	tendon, sinew, nerve	Yorno_So	wèl àrⁿá	w è l # à r̃ á	2539
4077	tendon, sinew, nerve	Tomo_Kan_Diangassagou	ʔɛ́:ⁿ	ʔ ɛ̃́ː	2553
4078	tendon, sinew, nerve	Tommo_So	wèlù àná	w è l ù # à n á	2539
4079	tendon, sinew, nerve	Dogul_Dom	kásò	k á s ò	2541
4080	tendon, sinew, nerve	Tebul_Ure	wòlùgó	w ò l ù ɡ ó	2539
4081	tendon, sinew, nerve	Yanda_Dom	wèl	w è l	2539
4082	tendon, sinew, nerve	Tiranige	kàjìŋgè	k à dʒ ì ŋ ɡ è	2541
4083	tendon, sinew, nerve	Mombo	kágì	k á ɡ ì	2541
4084	tendon, sinew, nerve	Bunoge	kàjè	k à dʒ è	2541
#
4085	testicles	Toro_Tegu	tó:ⁿsú	t óːⁿ s ú	2555
4086	testicles	Ben_Tey	tó:sú	t óː s ú	2555
4087	testicles	Bankan_Tey	dɔ́rɔ̀	d ɔ́ r ɔ̀	2554
4088	testicles	Nanga	tó:sí	t óː s í	2555
4089	testicles	Jamsay	dɔ̀rɔ́	d ɔ̀ r ɔ́	2554
4090	testicles	Perge_Tegu	tó:sú	t óː s ú	2555
4091	testicles	Gourou	dɔ̀rⁿɔ́	d ɔ̀ r̃ ɔ́	2554
4092	testicles	Togo_Kan	tójú	t ó dʒ ú	2555
4093	testicles	Yorno_So	dɔ́lɔ́	d ɔ́ l ɔ́	2554
4094	testicles	Tommo_So	dɔ́lɔ́	d ɔ́ l ɔ́	2554
4095	testicles	Dogul_Dom	kùmbírí	k ù m b í r í	2557
4096	testicles	Tebul_Ure	dwá:ⁿ	d w ã́ː	2562
4097	testicles	Yanda_Dom	dɔ̀rɔ́	d ɔ̀ r ɔ́	2554
4098	testicles	Tiranige	sègèlè	s è ɡ è l è	2563
4099	testicles	Bunoge	pɔ̀ndɛ́sè	p ɔ̀ n d ɛ́ s è	2555
#
4100	the bush, outback (away from settlements)	Toro_Tegu	ǒw	ǒ w	2577
4101	the bush, outback (away from settlements)	Ben_Tey	ɔ̀rⁿɔ́:	ɔ̀ r̃ ɔ́ː	2564
4102	the bush, outback (away from settlements)	Bankan_Tey	ɔ̀rⁿɔ́:	ɔ̀ r̃ ɔ́ː	2564
4103	the bush, outback (away from settlements)	Nanga	ǒ:	ǒː	2571
4104	the bush, outback (away from settlements)	Jamsay	èjú	è dʒ ú	2568
4105	the bush, outback (away from settlements)	Perge_Tegu	ǒy	ǒ dʒ	2570
4106	the bush, outback (away from settlements)	Gourou	ègú	è ɡ ú	2567
4107	the bush, outback (away from settlements)	Jamsay_Mondoro	èjù bómó	è dʒ ù # b ó m ó	2568
4108	the bush, outback (away from settlements)	Togo_Kan	bàrá	b à r á	2575
4109	the bush, outback (away from settlements)	Yorno_So	sóló	s ó l ó	2564
4110	the bush, outback (away from settlements)	Tommo_So	òlú	ò l ú	2564
4111	the bush, outback (away from settlements)	Dogul_Dom	ónùŋ	ó n ù ŋ	2566
4112	the bush, outback (away from settlements)	Tebul_Ure	ándá	á n d á	2573
4113	the bush, outback (away from settlements)	Yanda_Dom	òy	ò dʒ	2570
4114	the bush, outback (away from settlements)	Tiranige	góló	ɡ ó l ó	2564
4115	the bush, outback (away from settlements)	Mombo	kɔ̂yⁿ	k ɔ̂ dʒⁿ	2570
#
4116	the day after tomorrow	Toro_Tegu	húwⁿɔ̀ dɛ̀rⁿà	h ú w̃ ɔ̀ # d ɛ̀ r̃ à	2589
4117	the day after tomorrow	Ben_Tey	ɛ́rɛ́nâ:	ɛ́ r ɛ́ n âː	2578
4118	the day after tomorrow	Bankan_Tey	ɛ́rⁿɛ́nà	ɛ́ r̃ ɛ́ n à	2578
4119	the day after tomorrow	Nanga	ɛ́ndɛ̀y	ɛ́ n d ɛ̀ dʒ	2584
4120	the day after tomorrow	Jamsay	yògòdɛ́rⁿɛ̀	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀	2581
4121	the day after tomorrow	Perge_Tegu	úŋgù dɛ́rⁿɛ̀	ú ŋ ɡ ù # d ɛ́ r̃ ɛ̀	2585
4122	the day after tomorrow	Jamsay_Mondoro	yògòdɛ́rⁿɛ̀	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀	2581
4123	the day after tomorrow	Togo_Kan	yògòdɛ́rⁿɛ̀	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀	2581
4124	the day after tomorrow	Yorno_So	yògòdɛ́rⁿɛ̀	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀	2581
4125	the day after tomorrow	Tommo_So	yògò dɛ́nɛ́	dʒ ò ɡ ò # d ɛ́ n ɛ́	2585
4126	the day after tomorrow	Dogul_Dom	ɛ́ndɛ̀nɛ̀	ɛ́ n d ɛ̀ n ɛ̀	2580
4127	the day after tomorrow	Yanda_Dom	ɛ̀wdèrⁿɛ́	ɛ̀ w d è r̃ ɛ́	2580
4128	the day after tomorrow	Tiranige	à:gà dɛ́nɛ́	àː ɡ à # d ɛ́ n ɛ́	2585
4129	the day after tomorrow	Mombo	ɔ́gɔ́nnà	ɔ́ ɡ ɔ́ n n à	2583
#
4130	thick cotton thread (warp, in weaving)	Toro_Tegu	sò:bù	s òː b ù	2601
4131	thick cotton thread (warp, in weaving)	Ben_Tey	pà:lú	p àː l ú	2590
4132	thick cotton thread (warp, in weaving)	Bankan_Tey	pàndú	p à n d ú	2590
4133	thick cotton thread (warp, in weaving)	Nanga	pà:ndí	p àː n d í	2590
4134	thick cotton thread (warp, in weaving)	Jamsay	pà:ndé	p àː n d é	2590
4135	thick cotton thread (warp, in weaving)	Perge_Tegu	pà:lú	p àː l ú	2590
4136	thick cotton thread (warp, in weaving)	Jamsay_Mondoro	pà:ndé	p àː n d é	2590
4137	thick cotton thread (warp, in weaving)	Togo_Kan	pà:ndé	p àː n d é	2590
4138	thick cotton thread (warp, in weaving)	Yorno_So	pǎn	p ǎ n	2590
4139	thick cotton thread (warp, in weaving)	Tomo_Kan_Diangassagou	pèndé	p è n d é	2590
4140	thick cotton thread (warp, in weaving)	Tommo_So	pàndé	p à n d é	2590
4141	thick cotton thread (warp, in weaving)	Tebul_Ure	pàndé	p à n d é	2590
4142	thick cotton thread (warp, in weaving)	Yanda_Dom	pàndè	p à n d è	2590
4143	thick cotton thread (warp, in weaving)	Tiranige	pándé	p á n d é	2590
#
4144	thigh, upper leg (of person)	Toro_Tegu	pàgá	p à ɡ á	2602
4145	thigh, upper leg (of person)	Ben_Tey	pìpǎ:	p ì p ǎː	2602
4146	thigh, upper leg (of person)	Bankan_Tey	pǎ:	p ǎː	2602
4147	thigh, upper leg (of person)	Nanga	pàgá	p à ɡ á	2602
4148	thigh, upper leg (of person)	Perge_Tegu	pàpàgá	p à p à ɡ á	2602
4149	thigh, upper leg (of person)	Gourou	dígɛ́	d í ɡ ɛ́	2605
4150	thigh, upper leg (of person)	Togo_Kan	tɔ̀wɔ́	t ɔ̀ w ɔ́	2610
4151	thigh, upper leg (of person)	Yorno_So	pàgá	p à ɡ á	2602
4152	thigh, upper leg (of person)	Tomo_Kan_Diangassagou	pàʔá	p à ʔ á	2602
4153	thigh, upper leg (of person)	Tommo_So	ànù pàgá	à n ù # p à ɡ á	2602
4154	thigh, upper leg (of person)	Dogul_Dom	páágá	p á á ɡ á	2602
4155	thigh, upper leg (of person)	Tebul_Ure	pàgá	p à ɡ á	2602
4156	thigh, upper leg (of person)	Yanda_Dom	pàgà	p à ɡ à	2602
4157	thigh, upper leg (of person)	Tiranige	pàgà	p à ɡ à	2602
#
4158	thirst	Toro_Tegu	nɛ̀nɛ̀rⁿú	n ɛ̀ n ɛ̀ r̃ ú	2611
4159	thirst	Ben_Tey	nì:nɔ̀rⁿú	n ìː n ɔ̀ r̃ ú	2611
4160	thirst	Bankan_Tey	nì:nɔ̌n	n ìː n ɔ̌ n	2611
4161	thirst	Nanga	nì:nɔ̀:rⁿí	n ìː n ɔ̀ː r̃ í	2611
4162	thirst	Jamsay	nì:nɔ̌n	n ìː n ɔ̌ n	2611
4163	thirst	Perge_Tegu	nì:nɔ̀rⁿú	n ìː n ɔ̀ r̃ ú	2611
4164	thirst	Jamsay_Mondoro	nì:nɔ̌n	n ìː n ɔ̌ n	2611
4165	thirst	Togo_Kan	dì:nɔ̀:rⁿú	d ìː n ɔ̀ː r̃ ú	2611
4166	thirst	Yorno_So	dì:nî:	d ìː n îː	2611
4167	thirst	Tomo_Kan_Diangassagou	jí:nɔ̀	dʒ íː n ɔ̀	2611
4168	thirst	Tommo_So	dìì nɔ̌y	d ì ì # n ɔ̌ dʒ	2621
4169	thirst	Dogul_Dom	ɲúnɔ̀ɔ̀n	ɲ ú n ɔ̀ ɔ̀ n	2611
4170	thirst	Tebul_Ure	ìnjìrgó	ì n dʒ ì r ɡ ó	2619
4171	thirst	Yanda_Dom	ìŋgìnì:	ì ŋ ɡ ì n ìː	2624
4172	thirst	Mombo	mì: kúŋgá	m ìː # k ú ŋ ɡ á	2616
#
4173	this year	Bankan_Tey	níyⁿá	n í dʒⁿ á	2625
4174	this year	Nanga	núyⁿáyⁿ	n ú dʒⁿ á dʒⁿ	2625
4175	this year	Jamsay	nɔ́:	n ɔ́ː	2628
4176	this year	Perge_Tegu	nɔ́:	n ɔ́ː	2628
4177	this year	Gourou	nɔ́:	n ɔ́ː	2628
4178	this year	Togo_Kan	nɔ́:wⁿɔ́	n ɔ́ː w̃ ɔ́	2628
4179	this year	Yorno_So	yɔ́:	dʒ ɔ́ː	2636
4180	this year	Tommo_So	ííyɔ́ɔ̀	í í dʒ ɔ́ ɔ̀	2636
4181	this year	Dogul_Dom	núŋàà	n ú ŋ à à	2627
4182	this year	Tebul_Ure	nwǎ:	n w ǎː	2628
4183	this year	Yanda_Dom	nwá	n w á	2628
4184	this year	Tiranige	nɔ̀:	n ɔ̀ː	2628
4185	this year	Mombo	nwá	n w á	2628
4186	this year	Bunoge	jàwⁿ	dʒ à w̃	2626
#
4187	thorn	Toro_Tegu	dùwó	d ù w ó	2650
4188	thorn	Ben_Tey	dòró	d ò r ó	2637
4189	thorn	Bankan_Tey	dòró	d ò r ó	2637
4190	thorn	Nanga	dùró	d ù r ó	2637
4191	thorn	Perge_Tegu	dòdǒ:	d ò d ǒː	2639
4192	thorn	Gourou	dìdó:	d ì d óː	2639
4193	thorn	Jamsay_Mondoro	dìdǒ:	d ì d ǒː	2639
4194	thorn	Togo_Kan	jìyé	dʒ ì dʒ é	2639
4195	thorn	Yorno_So	jìjǐ:	dʒ ì dʒ ǐː	2639
4196	thorn	Tomo_Kan_Diangassagou	jè:	dʒ èː	2637
4197	thorn	Tommo_So	gíyé	ɡ í dʒ é	2639
4198	thorn	Dogul_Dom	jìyíg	dʒ ì dʒ í ɡ	2639
4199	thorn	Tebul_Ure	dǒ:	d ǒː	2637
4200	thorn	Yanda_Dom	zìyè	z ì dʒ è	2639
4201	thorn	Tiranige	yó:	dʒ óː	2637
4202	thorn	Mombo	jô:ⁿ	dʒ õ̂ː	2637
#
4203	thousand	Toro_Tegu	zɛ́mbɛ̀rɛ̀	z ɛ́ m b ɛ̀ r ɛ̀	2664
4204	thousand	Ben_Tey	mùsú	m ù s ú	2651
4205	thousand	Bankan_Tey	m̀bùsú	m̀ b ù s ú	2651
4206	thousand	Nanga	mùsú	m ù s ú	2651
4207	thousand	Jamsay	mùɲú	m ù ɲ ú	2651
4208	thousand	Perge_Tegu	mùsú	m ù s ú	2651
4209	thousand	Gourou	mùsú	m ù s ú	2651
4210	thousand	Jamsay_Mondoro	mùɲú	m ù ɲ ú	2651
4211	thousand	Togo_Kan	mùɲú	m ù ɲ ú	2651
4212	thousand	Yorno_So	mùɲú	m ù ɲ ú	2651
4213	thousand	Dogul_Dom	mùɲjú	m ù ɲ dʒ ú	2651
4214	thousand	Tebul_Ure	mùdó	m ù d ó	2651
4215	thousand	Yanda_Dom	mùzò	m ù z ò	2651
4216	thousand	Tiranige	mújúsìlà:mú	m ú dʒ ú s ì l àː m ú	2662
4217	thousand	Mombo	múnjù	m ú n dʒ ù	2651
4218	thousand	Bunoge	múnjù	m ú n dʒ ù	2651
#
4219	thread (any kind)	Toro_Tegu	ǒyⁿ	ǒ dʒⁿ	2677
4220	thread (any kind)	Ben_Tey	búrɔ̀	b ú r ɔ̀	2666
4221	thread (any kind)	Bankan_Tey	sìlílì	s ì l í l ì	2665
4222	thread (any kind)	Nanga	pà:ndí	p àː n d í	2670
4223	thread (any kind)	Jamsay	búrɔ̀	b ú r ɔ̀	2666
4224	thread (any kind)	Perge_Tegu	búrɔ̀	b ú r ɔ̀	2666
4225	thread (any kind)	Gourou	búrɔ̀	b ú r ɔ̀	2666
4226	thread (any kind)	Togo_Kan	búrɔ́	b ú r ɔ́	2666
4227	thread (any kind)	Tomo_Kan_Diangassagou	jè:jè	dʒ èː dʒ è	2676
4228	thread (any kind)	Tommo_So	bóóló	b ó ó l ó	2666
4229	thread (any kind)	Tebul_Ure	búlá	b ú l á	2666
4230	thread (any kind)	Yanda_Dom	gèzèlè	ɡ è z è l è	2665
4231	thread (any kind)	Tiranige	bò:ló	b òː l ó	2666
4232	thread (any kind)	Mombo	bólé	b ó l é	2666
#
4233	three	Toro_Tegu	tà:lí	t àː l í	2678
4234	three	Ben_Tey	tà:nú	t àː n ú	2678
4235	three	Bankan_Tey	tà:ní	t àː n í	2678
4236	three	Nanga	tà:ndǐ:	t àː n d ǐː	2678
4237	three	Jamsay	tǎ:n	t ǎː n	2678
4238	three	Perge_Tegu	tà:lú	t àː l ú	2678
4239	three	Gourou	tà:nú	t àː n ú	2678
4240	three	Jamsay_Mondoro	tǎ:n	t ǎː n	2678
4241	three	Yorno_So	tǎ:n	t ǎː n	2678
4242	three	Tommo_So	tààndú	t à à n d ú	2678
4243	three	Dogul_Dom	táándù	t á á n d ù	2678
4244	three	Tebul_Ure	tà:ndú	t àː n d ú	2678
4245	three	Tiranige	tá:ndí	t áː n d í	2678
4246	three	Mombo	tá:ndì	t áː n d ì	2678
4247	three	Bunoge	tá:ndù	t áː n d ù	2678
#
4248	tinder (kapok or other soft vegetable material for flint lighter)	Ben_Tey	jìmdâm	dʒ ì m d â m	2679
4249	tinder (kapok or other soft vegetable material for flint lighter)	Bankan_Tey	gó: dàmbù	ɡ óː # d à m b ù	2679
4250	tinder (kapok or other soft vegetable material for flint lighter)	Nanga	kùgìrî	k ù ɡ ì r î	2685
4251	tinder (kapok or other soft vegetable material for flint lighter)	Jamsay	dâm	d â m	2679
4252	tinder (kapok or other soft vegetable material for flint lighter)	Perge_Tegu	dâm	d â m	2679
4253	tinder (kapok or other soft vegetable material for flint lighter)	Gourou	dàmbúgù	d à m b ú ɡ ù	2679
4254	tinder (kapok or other soft vegetable material for flint lighter)	Togo_Kan	jìⁿpùrⁿú	dʒ ĩ̀ p ù r̃ ú	2689
4255	tinder (kapok or other soft vegetable material for flint lighter)	Yorno_So	dámá	d á m á	2679
4256	tinder (kapok or other soft vegetable material for flint lighter)	Tomo_Kan_Diangassagou	ɲàhúnàwⁿ	ɲ à h ú n à w̃	2691
4257	tinder (kapok or other soft vegetable material for flint lighter)	Tommo_So	kùùlú	k ù ù l ú	2685
4258	tinder (kapok or other soft vegetable material for flint lighter)	Tebul_Ure	yúgúrú	dʒ ú ɡ ú r ú	2685
