code (Eng)	subcode (Eng)	code (fr)	sous-code (fr)	code #	subcode #	subsubcode #	short	court	ref#	date	comment	Leipzig-Jakarta	Swadesh (AH)	English	français	NAME Toro Tegu	NAME Bangime	NAME Sangha So	NAME Ben Tey	NAME Bankan-Tey	NAME Nanga	Jamsay (alphabet)	NAME Jamsay Douentza	NAME Perge Tegu	NAME Gourou	NAME Jamsay Mondoro	NAME Togo-Kan	NAME Yorno-So	NAME Tomo Kan Segue	NAME Tomo Kan Diangassagou	NAME Tommo-So	NAME Dogul Dom	 NAME Tebul Ure	NAME Yanda Dom	NAME Najamba	NAME Tiranige	NAME Mombo	NAME Ampari	NAME Bunoge	NAME Penange
logic	if	logique	si	177	9	1	if	si	08230	old	basic		if... (indicate if not clause-final)	if... (indicate if not clause-final)	si... (indiquez si non en fin d'énoncé)	 má	sɛ́nɛ́		de	de	nde	dey	dey	de		dey	dè	le, pù→			yo			dè	mɛ́ dîn	mɛ̀	gây	X nêyⁿ	mè	nɛ̀, bɛ́-nɛ́
logic	if	logique	si	177	9	2	if	si	08231	old	basic			even if...	même si...	fây ... -n dè, mú:rà: ... -n dè			kálà	hálì ... kálà	mɔ	kaⁿ	kâ:ⁿ	hâl ... kálà,			hâl …	hálú…kàrⁿà			hálè… yo			dàn	hâl ... mɛ́	hàlí ... [X là] ... (mɛ̀)	hálì	X nêyⁿ	mè mpé	hál ... nɛ́, nɛ́ pé
cause	because	cause	parce que	178	1	1	because	parce que	08236	old			because	because	parce que	sábù ..., sábì ..., sàbù dé ..., sàbù déy ..., sàbì déy ...	kà jéró		sábù dèy ...	sábù ...	... dɛ̀rⁿí, ... ságù	sabu	sábù ...	bàyⁿ, sábù dèy			sábú dè→	sàbù			V gɛ díɛ́			dàn	sábù ..., sàbù dé ...		nɛ́:lá nâw			
cause	for/purpose	cause	pour/but	178	4	1	for	pour	08244	old	basic			for (purpose) (normally a postposition)	pour (but) (généralement postposé)	dè			jǐn		dɛ̀rⁿí	jɛ	... jɛ́	jɛ́		xxx	gɛ̂:, gì	dɛ̀:			díɛ́			dàn	X nɛ̀n, jànjí-mbò X	dàgá	dó:	X nòndó	X dà	X námm̀
truth/lie	presentative	vérité/mensonge	présentatif	103	2	1.3	here's	voici, voilà	09329	2010.08	basic			here/there it is! (nonhuman)	le\la voilà/voici! (objet ou animal)				ŋ́gòy bù		wùnérⁿé bù, kú bù		nùkǒy kɔ̀				ŋ̀ŋò kɔ̂, yògò kɔ̂	ŋ́ kɔ̀					ò-gû:	ɔ̌nnà, ɔ̌mnà				àndà bó→		
truth/lie	presentative	vérité/mensonge	présentatif	103	2	1.4	here's	voici, voilà	09330	2010.08	basic			here/there he/she is! (human)	(le/la) voilà/voici! (personne)				ŋ́gòy bù		wùnérⁿé bù, kú bù		nùkǒy wɔ̀				ŋ̀ŋò wɔ̂, yògò wɔ̂	ŋ́ wɔ̀					ɔ̌m ńnè (pl ɔ̀bɔ́ bû:)	ɔ̌nnà, ɔ̌mnà				àndà bó→		
quantity	nominal suffix	quantité	suffixe substantival	111	16	6	suffix	suffixe	09584	2012 Mar	basic			(frozen nominal suffixes)	(suffixes nominaux fossilisés)	(none)			(possible traces in noun-stem-final falling tones)		(none)		(none)	(none)			(none)	(none)					 -go ~ -gɔ, -ŋgó, -ŋgé, -gé, -ŋgí, -ŋgɛ́	 -ge (rare)	(none)	 -ŋge (-ge, rarely -ŋgɔ)			 -ŋgè, -gè	 -ŋge
grammar	cas	grammaire	cas	179	4	7	possessor	possessif	09585	2012 Mar	basic			(possessor controlled tone overlay)	(ton de nom possédé)	{L} after undetermined noun, otherwise {HL}			{L} after L-final pronoun or undetermined noun, {HL} after others		({HL}, {L})		{HL} (inalienables)	{HL} (inalienables)			{H} (light stems), {HL} (heavy stems), {L} (two Cv nouns and post-relative nominals)	{L}	{L}				{L}	{L} (alienable, after quantified/determined N), {H} (alienable, after unquantified/-determined N), {H} or {LH} (inalienable, lexical choice)	{L}	{LH}			{HL} (if possessor precedes)	(variable)
grammar	cas	grammaire	cas	179	4	1	accusative	accusatif	09586	2012 Mar	basic			(Accusative)	(marque de cas accusatif)	(none)			 =nì ~=ǹ		 -ŋ		(none)	(none)			(none)	 -ỳ	 -lí (pronouns)				gì	 -ì: ~ ỳ	gì	gì		gí	ŋgù	ŋ (esp. pronouns, names)
grammar	cas	grammaire	cas	179	4	3	dative	datif	09587	2012 Mar	basic			(Dative postposition)	(postposition dative)	dè ~ dé			mâ: ~ mà:		bay		lè	lè			nì ~ =ǹ	le	ló, wá				xxx	bènà	mà	(none)		X ga	(same as accusative)	(same as accusative)
grammar	cas	grammaire	cas	179	4	5	instrumental	instrumental	09588	2012 Mar	basic			(Instrumental postposition)	(postposition instrumentale)	sǐ: ~ sì:			ɲâyⁿ		yàŋà ~ ỳŋà		lè	xxx			bè	le	ló	húⁿ			ní: ~ nì:	mì ~ mí:	mà	yà (cf. 'and')		X ró	X ndò	X ní
grammar	cas	grammaire	cas	179	4	6	in	dans	09589	2012 Mar	basic			(Locative, basic postposition)	(postposition locative simple)	kù			wo		gɔ̀ ~ gò ~ gà ~ ŋɔ̀ ~ ŋò ~ ŋà		lè	X wà bɛ̀rɛ̂:			bínì ~ bîn	nɛ̀	wá				nɛ̀	na, ba	mà	ŋà, yà (local place names), jíwâ: ('at home')		ga	X mbà ~ X à, X ndò (X-lò in demonstratives)	bà (displaced perspective), ù:ⁿ (local perspective)
grammar	independent pronoun	grammaire	pronom indépendant	179	1	1	1Sg	1Sg	09590	2012 Mar	basic	1SG pronoun		(1Sg independent pronoun)	(pronom indépendant 1Sg)	mí ~ m̀ᵇí	mí	mú	í	í	ǐ:ⁿ		mí	mí		mí	íⁿ	mú	mí	mí	mí	mí	mí	mí	mí	mí-wⁿ, mì	mí:	mi	mì	mí
grammar	independent pronoun	grammaire	pronom indépendant	179	1	2	2Sg	2Sg	09591	2012 Mar	basic	2SG pronoun		(2Sg independent pronoun)	(pronom indépendant 2Sg)	ú	à	ú	ú	ú	ú		ú	ú		í	ú	ú	á	á	ú	ó	ú	ó	ó	ó:, ò	ó:	ó	ò	ó
grammar	independent pronoun	grammaire	pronom indépendant	179	1	3	1Pl	1Pl	09592	2012 Mar	basic			(1Pl independent pronoun)	(pronom indépendant 1Pl)	í			î:		î:		ɛ́mɛ́	í			ɛ́mɛ́	émɛ́	bé				í	yé	í	ní-wⁿ, nì		ní	mì-yá	ḿ-bé
grammar	independent pronoun	grammaire	pronom indépendant	179	1	4	2Pl	2Pl	09593	2012 Mar	basic			(2Pl independent pronoun)	(pronom indépendant 2Pl)	á			û:		û:		é	é			é	é	é				bí	wó	é	é-wⁿ, è		é	ò-yá	á-bé
grammar	independent pronoun	grammaire	pronom indépendant	179	1	5	3Sg	3Sg	09594	2012 Mar	basic	3SG pronoun		(3Sg all-purpose independent pronoun)	(pronom 3Sg)		mì	wó		ɛ́rⁿɛ́						ú					wó	í		ná			ɛ́:	á	ǎwⁿ	ɔ̀nɔ̀
grammar	independent pronoun	grammaire	pronom indépendant	179	1	6	3Sg human	3Sg humain	09595	2012 Mar	basic			(3Sg human pronoun)	(pronom 3Sg humain)	wó							wó	wó			wó	wó	wó							ná-wⁿ, nà				
grammar	independent pronoun	grammaire	pronom indépendant	179	1	7	3Sg animate	3Sg animé	09596	2012 Mar	basic			(3Sg animate [including human] pronoun)	(pronom 3Sg animé)				ɛ́rⁿɛ́		ńnɛ́												ńnè		mó					
grammar	independent pronoun	grammaire	pronom indépendant	179	1	8	3Sg inanimate	3Sg inanimé	09597	2012 Mar	basic			(3Sg inanimate pronoun)	(pronom 3Sg inanimé)	kó			kú		kú		kɔ́	kó			kó	∅	kó				kú	kó (optional, discourse-definite)	kó					
grammar	independent pronoun	grammaire	pronom indépendant	179	1	9	3Pl	3Pl	09598	2012 Mar	basic			(3Pl all-purpose independent pronoun)	(pronom 3Pl)																			bó (mostly animate)		cé-wⁿ, cè		ké	à-yⁿá	ŋké
grammar	independent pronoun	grammaire	pronom indépendant	179	1	10	3Pl human	3Pl humain	09599	2012 Mar	basic			(3Pl human pronoun)	(pronom 3Pl humain)	bé							bé	bé			bé	bé	bó											
grammar	independent pronoun	grammaire	pronom indépendant	179	1	11	3Pl animate	3Pl animé	09600	2012 Mar	basic			(3Pl animate [including human] pronoun)	(pronom 3Pl animé)				bû:		bû:												bú		bé					
grammar	independent pronoun	grammaire	pronom indépendant	179	1	12	3Pl inanimate	3Pl inanimé	09601	2012 Mar	basic			(3Pl inanimate pronoun)	(pronom 3Pl inanimé)	cé ~ ké					kû:								kó wé				yí		ké					
grammar	subject pronoun	grammaire pronom sujet		179	2	1	Sg subject	sujet Sg	09602	2012 Mar	basic			(subject marking on verb, all Sg subjects)	(marque de sujet singulier du verbe, toutes personnes)												 -∅													
grammar	subject pronoun	grammaire pronom sujet		179	2	2	Pl subject	sujet Pl	09603	2012 Mar	basic			(subject marking on verb, all Pl subjects)	(marque de sujet pluriel du verbe, toutes personnes)												(yes, form varies by AN category)													
grammar	subject pronoun	grammaire pronom sujet		179	2	3	1Sg subject	sujet 1Sg	09604	2012 Mar	basic			(1Sg subject pronominal)	(marque de sujet 1Sg)	m̀ (clause-initial)			 -ỳ		 -ỳ		 -m	 -m			í (optional, clause-initial)	 -m	ìⁿ ...				 -m	 -m	 -m	 -yⁿ		ǹ- (perfective)	ŋ̀-	ŋ́ (perfective)
grammar	subject pronoun	grammaire pronom sujet		179	2	4	1Pl subject	sujet 1Pl	09605	2012 Mar	basic			(1Pl subject pronominal)	(marque de sujet 1Pl)	í (clause-initial)			 -ỳ∴		 -ỳ∴		 -y	 -y			ɛ́mɛ́ (optional, clause-initial)	(same as 3Pl)	bè ...				 -yⁿ	 -y	 -y	ní ~ nì V		ǹ- (perfective)	ŋ́-	ŋ̀- (perfective)
grammar	subject pronoun	grammaire pronom sujet		179	2	5	2Sg subject	sujet 2Sg	09606	2012 Mar	basic			(2Sg subject pronominal)	(marque de sujet 2Sg)	ú (clause-initial)			 -ẁ		 -ẁ		 -w	 -w			ú (optional, clause-initial)	 -w	à ...				 -wⁿ	 -w	 -ɔ: ~ -o: (after contraction)	 -w		ò- (perfective)	à-	á- (perfective)
grammar	subject pronoun	grammaire pronom sujet		179	2	6	2Pl subject	sujet 2Pl	09607	2012 Mar	basic			(2Pl subject pronominal)	(marque de sujet 2Pl)	á (clause-initial)			 -ẁ∴		 -ẁ∴		 -bè	 -bè			é (optional, clause-initial)	 -y	è ...				 -yⁿ	 -y	 -ɛ: ~ -e: (after contraction)	é ~ è V		è- (perfective)	á-	à- (perfective)
grammar	subject pronoun	grammaire pronom sujet		179	2	7	3Sg subject	sujet 3Sg	09608	2012 Mar	basic			(3Sg all-purpose subject pronominal)	(marque de sujet 3Sg)				 -∅		 -∅ 		 -∅ (except Inan in imperfective)	 -∅ 				 -∅ 	∅ ...				 -∅ 	 -∅ 	 -∅	 -∅ 		∅-, á-	∅	∅
grammar	subject pronoun	grammaire pronom sujet		179	2	8	3Sg human subject	sujet 3Sg humain	09609	2012 Mar	basic			(3Sg human subject pronominal)	(marque de sujet 3Sg humain)	 -wɔ́											wó (optional, clause-initial)													
grammar	subject pronoun	grammaire pronom sujet		179	2	9	3Sg animate subject	sujet 3Sg animé	09610	2012 Mar	basic			(3Sg animate [including human] subject pronominal)	(marque de sujet 3Sg animé)																									
grammar	subject pronoun	grammaire pronom sujet		179	2	10	3Sg inanimate subject	sujet 3Sg inanimé	09611	2012 Mar	basic			(3Sg inanimate subject pronominal)	(marque de sujet 3Sg inanimé)	 =kɔ́							 -kɔ (imperfective only)				kó (optional, clause-initial)													
grammar	subject pronoun	grammaire pronom sujet		179	2	11	3Pl subject	sujet 3Pl	09612	2012 Mar	basic			(3Pl all-purpose subject pronominal)	(marque de sujet 3Pl)				(various)		(various)							(various, same as 1Pl)	 -ɛ: (verbal suffix, with variants)				(various)	(various)		(various)		(various)	(various)	(various)
grammar	subject pronoun	grammaire pronom sujet		179	2	12	3Pl human subject	sujet 3Pl humain	09613	2012 Mar	basic			(3Pl human subject pronominal)	(marque de sujet 3Pl humain)	 =bɛ́							 -ba (dialectally -bɔ)	 -bɔ̀			bé (optional, clause-initial)													
grammar	subject pronoun	grammaire pronom sujet		179	2	13	3Pl animate subject	sujet 3Pl animé	09614	2012 Mar	basic			(3Pl animate [including human] subject pronominal)	(marque de sujet 3Pl animé)																				(various, e.g. -ɛ: ~ -a: after contraction)					
grammar	subject pronoun	grammaire pronom sujet		179	2	14	3Pl inanimate subject	sujet 3Pl inanimé	09615	2012 Mar	basic			(3Pl inanimate (subject pronominal)	(marque de sujet 3Pl inanimé)	 =cɛ́ ~ =kɛ́																								
grammar	case/postposition	grammaire	cas/postposition	179	4	2	1Sg accusative	accusatif 1Sg	09616	2012 Mar	basic			(1Sg accusative, irregular only)	(1Sg accusatif, irrégulier seulement)						ǹjí-ŋ						má (all non-subject functions)	mí-ỳ	mì-ní											
grammar	case/postposition	grammaire	cas/postposition	179	4	4	1Sg dative	datif 1Sg	09617	2012 Mar	basic			(1Sg dative (irregular)	(1Sg datif, irrégulier seulement)						bà-rⁿí		mì-ń	mì-rⁿú			má-ǹ		ǹ-dó						ḿ mà (< /mí mà/)					
grammar	possessor pronoun	grammaire	pronom possessif	179	3	1	1Sg possessor	possessif 1Sg	09618	2012 Mar	basic			(1Sg all-purpose possessor)	(possessif 1Sg)	m̀			(floating L) X		X yɛ᷈:, X kɔ᷈: (InanSg)						X mà		ǹ X						mí X, X mí yɛ̀, X mí bɔ̀ (AnPl), X mí gɔ̀ (InanSg O), X mí gɛ̀ (InanSg E)			ǹ X	ŋ̀ X	ḿ X, m̀ X
grammar	possessor pronoun	grammaire	pronom possessif	179	3	2	1Sg possessor	possessif 1Sg	09619	2012 Mar	basic			(1Sg alienable possessor, all forms)	(possessif 1Sg aliénable)								má	má X				X mɔ̀					kɔ̌: (InanSg), wɛ̌: (InanPl, AnSg), wɛ̌:-mbɔ̀ (AnPl)	X mí-yⁿɛ̀ (AnSg/InanPl), mí-yⁿɛ̀-mù (AnPl), ʔə́mó (Inanimate Sg)		X mɛ̌: ~ mɛ̀:				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	3	1Sg possessor	possessif 1Sg	09620	2012 Mar	basic			(1Sg inalienable possessor)	(possessif 1Sg inaliénable)								mì	mì X				mú X					mí X	mì X		mì X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	4	2Sg possessor	possessif 2Sg	09621	2012 Mar	basic			(2Sg all-purpose possessor)	(possessif 2Sg)	ú			ú X								ú X		à X						ó X, X ɔ́ yɛ̀, X ɔ́ bɔ̀ (AnPl), X ɔ́ gɔ̀ (InanSg O), X ɔ́ gɛ̀ (InanSg E)			ó X	à X	á X, à X
grammar	possessor pronoun	grammaire	pronom possessif	179	3	5	2Sg possessor	possessif 2Sg	09622	2012 Mar	basic			(2Sg alienable possessor, all forms)	(possessif 2Sg aliénable)						X ú yɛ̂, X ú gɔ̀ (InanSg)		ú	ú X				X ɔ̀:					ú-wɔ̀, ú-wɔ̀-mbɔ̀ (AnPl)	X ɔ́-yⁿɛ̀ (AnSg/InanPl), ó-mù (AnPl), ó-ŋ (Inan Sg)		X ɔ̀-wɛ́ ~ ɔ̀-wɛ̀				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	6	2Sg possessor	possessif 2Sg	09623	2012 Mar	basic			(2Sg inalienable possessor)	(possessif 2Sg inaliénable)						ú X		ù	ù X				ú X					ú X	ó X		ò X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	7	1Pl possessor	possessif 1Pl	09624	2012 Mar	basic			(1Pl all-purpose possessor)	(possessif 1Pl)	í			î: X								ɛ́mɛ́ X		bè X						í X, X í yɛ̀, X í bɔ̀ (AnPl), X í gɔ̀ (InanSg O), X í gɛ̀ (InanSg E)			nì X	ŋ́ X	m̀-bè ~ m̀:
grammar	possessor pronoun	grammaire	pronom possessif	179	3	8	1Pl possessor	possessif 1Pl	09625	2012 Mar	basic			(1Pl alienable possessor, all forms)	(possessif 1Pl aliénable)						X î: yɛ̀, X î: gɔ̀ (InanSg)		ɛ́mɛ́	í X				X ɛ̀mɛ̀					í-gɛ̀, í-gɛ̀-mbɔ̀ (AnPl)	X y-ɛ̂:ⁿ (AnSg/InanPl), yé-mù (AnPl), yé-ŋ (InanSg)		X nì-wɛ́ ~ nì-wɛ̀				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	9	1Pl possessor	possessif 1Pl	09626	2012 Mar	basic			(1Pl inalienable possessor)	(possessif 1Pl inaliénable)						î: X		ɛ̀mɛ̀	ì X				émɛ́ X					í X	yè X		nì X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	10	2Pl possessor	possessif 2Pl	09627	2012 Mar	basic			(2Pl all-purpose possessor)	(possessif 2Pl)	á			û: X								é X		è X						é X, X ɛ́ yɛ̀, X ɛ́ bɔ̀ (AnPl), X ɛ́ gɔ̀ (InanSg O), X ɛ́ gɛ̀ (InanSg E)			é X	á X	à-bè
grammar	possessor pronoun	grammaire	pronom possessif	179	3	11	2Pl possessor	possessif 2Pl	09628	2012 Mar	basic			(2Pl alienable possessor, all forms)	(possessif 2Pl aliénable)						X û: yɛ̀, X û: gɔ̀ (InanSg)		é	é X				X ɛ̀:					bí-gɛ̀, bí-gɛ̀-mbɔ̀ (AnPl)	X w-ɛ̂:ⁿ (AnSg/InanPl), wó-mù (AnPl), wó-ŋ (InanSg)		X ɛ̀-wɛ́ ~ ɛ̀-wɛ̀				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	12	2Pl possessor	possessif 2Pl	09629	2012 Mar	basic			(2Pl inalienable possessor)	(possessif 2Pl inaliénable)						û: X		è	è X				é X					bí X	wò X		è X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	13	3Sg possessor	possessif 3Sg	09630	2012 Mar	basic			(3Sg all-purpose possessor)	(possessif 3Sg)						X nɔ̀																	X nà	X-nà	X ná, X nà
grammar	possessor pronoun	grammaire	pronom possessif	179	3	14	3Sg possessor	possessif 3Sg	09631	2012 Mar	basic			(3Sg all-purpose alienable possessor)	(possessif 3Sg aliénable)																		kɔ̀-ń (InanSg), wɛ̀-ń (InanPl, AnSg), wɛ̀-ń-mbɔ̀ (AnPl)	X n-ɛ̂:ⁿ (AnSg/InanPl), ná-mù (AnPl), ná-ŋ (InanSg)		X nɛ̀-wɛ́				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	15	3Sg possessor	possessif 3Sg	09632	2012 Mar	basic			(3Sg all-purpose inalienable possessor)	(possessif 3Sg inaliénable)																		 -ń	nà X		nà X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	16	3Sg human possessor	possessif 3Sg humain	09633	2012 Mar	basic			(3Sg human all-purpose possessor)	(possessif 3Sg humain)	wɔ̀											wó X		wò X											
grammar	possessor pronoun	grammaire	pronom possessif	179	3	17	3Sg human possessor	possessif 3Sg humain	09634	2012 Mar	basic			(3Sg human alienable possessor, all forms)	(possessif 3Sg humain aliénable)								wó	wó				X wò-mɔ̀												
grammar	possessor pronoun	grammaire	pronom possessif	179	3	18	3Sg human possessor	possessif 3Sg humain	09635	2012 Mar	basic			(3Sg human inalienable possessor)	(possessif 3Sg humain inaliénable)								wò	wò				wó X												
grammar	possessor pronoun	grammaire	pronom possessif	179	3	19	3Sg animate possessor	possessif 3Sg animé	09636	2012 Mar	basic			(3Sg animate all-purpose possessor)	(possessif 3Sg animé)				ɛ́rⁿɛ́ X																mó X, X mɔ́ yɛ̀, X mɔ́ bɔ̀ (AnPl), X mɔ́ gɔ̀ (InanSg O), X mɔ́ gɛ̀ (InanSg E)					
grammar	possessor pronoun	grammaire	pronom possessif	179	3	20	3Sg animate possessor	possessif 3Sg animé	09637	2012 Mar	basic			(3Sg animate [including human] alienable possessor, all forms)	(possessif 3Sg animé aliénable)																									
grammar	possessor pronoun	grammaire	pronom possessif	179	3	21	3Sg animate possessor	possessif 3Sg animé	09638	2012 Mar	basic			(3Sg animate [including human] inalienable possessor)	(possessif 3Sg animé inaliénable)																									
grammar	possessor pronoun	grammaire	pronom possessif	179	3	22	3Sg inanimate possessor	possessif 3Sg inanimé	09639	2012 Mar	basic			(3Sg inanimate all-purpose possessor)	(possessif 3Sg inanimé)	kɔ̀			kú X										kò X						kó X					
grammar	possessor pronoun	grammaire	pronom possessif	179	3	23	3Sg inanimate possessor	possessif 3Sg inanimé	09640	2012 Mar	basic			(3Sg inanimate alienable possessor, all forms)	(possessif 3Sg inanimé aliénable)								kó																	
grammar	possessor pronoun	grammaire	pronom possessif	179	3	24	3Sg inanimate possessor	possessif 3Sg inanimé	09641	2012 Mar	basic			(3Sg inanimate inalienable possessor)	(possessif 3Sg inanimé inaliénable)								kò																	
grammar	possessor pronoun	grammaire	pronom possessif	179	3	25	3Pl possessor	possessif 3Pl	09642	2012 Mar	basic			(3Pl all-purpose possessor)	(possessif 3Pl)												bé X		bò X									kè X	âŋ X	xxx
grammar	possessor pronoun	grammaire	pronom possessif	179	3	26	3Pl possessor	possessif 3Pl	09643	2012 Mar	basic			(3Pl all-purpose alienable possessor)	(possessif 3Pl aliénable)						X bû: yɛ̀, X bû: gɔ̀ (InanSg)		bé										bú-gɔ̀, bú-gɔ̀-mbɔ̀ (AnPl)	X bw-ɛ̂:ⁿ (AnSg/InanPl), bó-mù (AnPl), bó-ŋ (InanSg)		X cɛ̀-wɛ́				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	27	3Pl possessor	possessif 3Pl	09644	2012 Mar	basic			(3Pl all-purpose inalienable possessor)	(possessif 3Pl inaliénable)						bû: X		bè										bú X	bò X		cè X				
grammar	possessor pronoun	grammaire	pronom possessif	179	3	28	3Pl human possessor	possessif 3Pl humain	09645	2012 Mar	basic			(3Pl human all-purpose possessor)	(possessif 3Pl humain)	bɛ̀																								
grammar	possessor pronoun	grammaire	pronom possessif	179	3	29	3Pl human possessor	possessif 3Pl humain	09646	2012 Mar	basic			(3Pl human alienable possessor, all forms)	(possessif 3Pl humain aliénable)									bé				X bè-mɛ̀												
grammar	possessor pronoun	grammaire	pronom possessif	179	3	30	3Pl human possessor	possessif 3Pl humain	09647	2012 Mar	basic			(3Pl human inalienable possessor)	(possessif 3Pl humain inaliénable)									bè				bé X												
grammar	possessor pronoun	grammaire	pronom possessif	179	3	31	3Pl animate possessor	possessif 3Pl animé	09648	2012 Mar	basic			(3Pl animate all-purpose possessor)	(possessif 3Pl animé)				bû: X																bé X, X bɛ́ yɛ̀, X bɛ́ bɔ̀ (AnPl), X bɛ́ gɔ̀ (InanSg O), X bɛ́ gɛ̀ (InanSg E)					
grammar	possessor pronoun	grammaire	pronom possessif	179	3	32	3Pl animate possessor	possessif 3Pl animé	09649	2012 Mar	basic			(3Pl animate [including human] alienable possessor, all forms)	(possessif 3Pl animé aliénable)																									
grammar	possessor pronoun	grammaire	pronom possessif	179	3	33	3Pl animate possessor	possessif 3Pl animé	09650	2012 Mar	basic			(3Pl animate [including human] inalienable possessor)	(possessif 3Pl animé inaliénable)																									
grammar	possessor pronoun	grammaire	pronom possessif	179	3	34	3Pl inanimate possessor	possessif 3Pl inanimé	09651	2012 Mar	basic			(3Pl inanimate all-purpose possessor)	(possessif 3Pl inanimé)	cɛ̀ ~ kɛ̀																			ké X					
grammar	possessor pronoun	grammaire	pronom possessif	179	3	35	3Pl inanimate possessor	possessif 3Pl inanimé	09652	2012 Mar	basic			(3Pl inanimate alienable possessor, all forms)	(possessif 3Pl inanimé aliénable)																									
grammar	possessor pronoun	grammaire	pronom possessif	179	3	36	3Pl inanimate possessor	possessif 3Pl inanimé	09653	2012 Mar	basic			(3Pl inanimate inalienable possessor)	(possessif 3Pl inanimé inaliénable)																									
deixis	deictic	deixis	déictique	62	1	1	this	ceci	09654	2012 Mar	basic	this		this (proximate only, all unpredictable forms)	ceci		kɛ́ʋɛ̀	ɔ́ɔ́ⁿ	mǔ: (An), ŋ̀gú (Inan)								nɔ́:	nɔ̌:					ò-gú (InanSg), ě-y (InanPl), ɔ̀-ḿ (AnSg), ɔ̀-bɔ́ (AnPl)	ŋ̀gó (InanSg), ɛ̌: (InanPl), ɔ̀ŋgɛ́ (AnSg), ɔ̀míyⁿɛ̀ (AnPl)	ǒm (AnSg), ɛ̀bíyɛ̀ (AnPl), ŋ̀gú (InanSgO), ŋ̀gí (InanSgE), ěy (InanPl)	mbó				ínì X
deixis	deictic	deixis	déictique	62	1	4	that	cela	09656	2012 Mar	basic			that (far-distant, all unpredictable forms)	cela			kɔ́ɔ́n	m̀bá (An), ŋ̀gá (Inan)								érú kɔ́							màŋgó (InanSg), màyɛ́ (InanPl), màŋgɛ́ (AnSg), màmíyⁿɛ̀ (AnPl)	òmá: (AnSg), èbá (AnPl), ŋ̀gwá: (InanSgO), ŋ̀gá: (InanSgE), èyá: (InanPl)	yá-wò				
deixis	deictic	deixis	déictique	62	1	5	this, that	ceci, cela	09657	2012 Mar	basic			this/that (broad deictic, all unpredictable forms)	ceci, cela	ŋ̀gú ~ ŋú (plural ŋ̀gí ~ ŋí)				ŋ̀gá:	ŋ̀gú (InanSg), yěy (InanPl), wǒ-ŋ (AnSg), we᷈: (AnPl)	nuŋo,yugo	núŋò, yúgò (dialectally, e.g. Fombori)	ŋ̀gú (HumSg ŋ̀gú-wɔ̀, HumPl ŋ̀gú-bè)		núŋò			ŋ̀kɔ̀ X										mɔ́ X	
deixis	definite	deixis	défini	62	2	2	definite, the	défini	09658	2012 Mar	basic			(definite, invariant morpheme)	(défini, non accordant)				X kù (AnPl X bû:)				kùⁿ	kùⁿ, ŋ̀			 - ̀ (final L-tone)	ŋɛ̀ ~ gɔ̀					ǹ			rì			X nɔ̀	è X (Sg)
deixis	definite	deixis	défini	62	2	3	definite, the	défini	09659	2012 Mar	basic			(definite, showing agreement, all forms)	(défini, accordant)	X kúnú (Pl X cíní)					nɛ́ (AnSg), bû: (AnPl), gú ~ kú ~ ẃ (InanSg), ý (InanPl)													gɛ̀ (InanPl, AnSg), wò (InanSg, AnPl)	(= Near-Distant, but without tone-dropping of noun)					
quantity	nominal suffix	quantité	suffixe substantival	111	16	7	suffix	suffixe	09660	2012 Mar	basic			(adjectival class suffixes if different from nouns)	(suffixes d'accord des adjectifs, s'ils sont différents des suffixes nominaux)				 -w (Inan), -yɛ̀ (AnPl)		(none)								 -ⁿ ~ -wⁿ (human)				 -go ~ -gɔ ~ -ŋgo ~ -ŋgɔ (InanSg), E-mutation (InanPl, AnSg), -mbɔ ~ -mbɔ (AnPl)		(none)	(none)		bó		
grammar	nonverbal predicate	grammaire	prédicat non verbal	179	6	1	be (adjective)	être (adjectif)	09661	2012 Mar	basic			he/she is ADJ' (stative predicate)	il/elle est ADJ (prédicat statif)	ADJ-wɔ́			ADJ bû-, ADJ=m̀ ('it is'), ADJ (L-toned, defocalized)		ADJ, ADJ=ẃ (Inan), ADJ=ŋ́ (AnSg), ADJ=yɛ́ (AnPl)		 =wɔ̀	xxx			ADJ wɔ̂	ADJ wɔ̀ (ADJ with {LH})	wɔ́				 -u, -î: ~ -y	 -ḿ bò-, =∴	ADJ-m̀	bǒ:-		X órù	X bò	 -yà bó
