# IDS
ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
1467	German	the sock or stocking	193	6.49	Strumpf	ʃtrʊmp͡f	589
1469	French	the sock or stocking	193	6.49	chaussette	ʃosɛt	593
1471	Dutch	the sock or stocking	193	6.49	sok	sɔk	590
1472	English	the sock or stocking	193	6.49	sock	sɔk	590
# 
1474	German	the boot	394	6.52	Stiefel	ʃtiːfəl	1190
1475	French	the boot	394	6.52	botte	bɔt	1191
1476	Dutch	the boot	394	6.52	laars	laːrs	1192
1477	English	the boot	394	6.52	boot	-buːt	1191
# 
1478	German	the shoemaker	392	6.54	Schuster	ʃuːstər	1185
1479	French	the shoemaker	392	6.54	cordonnier	kɔʀdɔnje	1186
1480	Dutch	the shoemaker	392	6.54	schoenmaker	sxuːn#maːkər	1185
1481	English	the shoemaker	392	6.54	shoemaker	ʃuː#meɪkər	1185
# 
1482	German	the hat or cap	391	6.55	Hut	huːt	1179
1483	German	the hat or cap	391	6.55	Mütze	mʏʦə	1181
1484	French	the hat or cap	391	6.55	chapeau	ʃapo	1180
1486	Dutch	the hat or cap	391	6.55	hoed	huːt	1179
1487	Dutch	the hat or cap	391	6.55	muts	mʉʦ	1181
1488	English	the hat or cap	391	6.55	hat	hæt	1179
# 
1496	German	the veil	398	6.59	Schleier	ʃlaiər	1199
1497	French	the veil	398	6.59	voile	vwal	1200
1498	Dutch	the veil	398	6.59	sluier	slœyjər	1199
1499	English	the veil	398	6.59	veil	veɪl	-1200
# 
1500	German	the button	596	6.62	Knopf	knɔp͡f	1799
1501	French	the button	596	6.62	bouton	butɔ̃	1800
1502	Dutch	the button	596	6.62	knoop	knoːp	1799
1503	English	the button	596	6.62	button	bʌtṇ	-1800
# 
1504	German	the pin	597	6.63	Stecknadel	ʃtɛk#naːdəl	1801
1505	French	the pin	597	6.63	épingle	epɛ̃ɡl	1803
1506	Dutch	the pin	597	6.63	speld	spɛlt	1804
1507	English	the pin	597	6.63	pin	pɪn	-1802
# 
1508	German	the ornament or adornment	71	6.71	Schmuck	ʃmʊk	209
1509	French	the ornament or adornment	71	6.71	ornement	ɔʀnəmɑ̃	210
1510	Dutch	the ornament or adornment	71	6.71	sieraad	siːraːt	211
1511	English	the ornament or adornment	71	6.71	ornament	ɔːnəmɛnt	-210
# 
1518	German	the bracelet	69	6.74	Armband	arm#bant	205
1519	French	the bracelet	69	6.74	bracelet	bʀaslɛ	206
1520	Dutch	the bracelet	69	6.74	armband	ɑrm#bɑnt	205
1521	English	the bracelet	69	6.74	bracelet	breɪslɪt	-206
# 
1522	German	the necklace	68	6.75	Halsband	hals#bant	201
1523	French	the necklace	68	6.75	collier	kɔlje	203
1524	Dutch	the necklace	68	6.75	ketting	kɛtɪŋ	204
1525	English	the necklace	68	6.75	necklace	nɛklɪs	202
# 
1541	German	the comb	716	6.91	Kamm	kam	2168
1542	French	the comb	716	6.91	peigne	pɛɲ	2169
1543	Dutch	the comb	716	6.91	kam	kɑm	2168
1544	English	the comb	716	6.91	comb	kəʊm	2168
# 
1545	German	the brush	715	6.92	Bürste	bʏrstə	2166
1546	French	the brush	715	6.92	brosse	bʀɔs	2167
1547	Dutch	the brush	715	6.92	borstel	bɔrstəl	2166
1548	English	the brush	715	6.92	brush	brʌʃ	-2167
# 
1558	German	the ointment	551	6.94	Salbe	zalbə	1651
1559	French	the ointment	551	6.94	pommade	pɔmad	1653
1561	Dutch	the ointment	551	6.94	zalf	zɑlf	1651
1562	English	the ointment	551	6.94	ointment	ɔɪntmənt	1652
# 
1563	German	to live	3	7.11	wohnen	voːnən	7
1564	French	to live	3	7.11	habiter	abite	9
1566	Dutch	to live	3	7.11	wonen	woːnə	7
1567	English	to live	3	7.11	live	laɪv	8
# 
1568	German	the tent	1	7.14	Zelt	ʦɛlt	1
1569	French	the tent	1	7.14	tente	tɑ̃t	2
1570	Dutch	the tent	1	7.14	tent	tɛnt	-2
1571	English	the tent	1	7.14	tent	tɛnt	-2
# 
1572	German	the yard or court	2	7.15	Hof	hoːf	3
1573	French	the yard or court	2	7.15	cour	kuʀ	5
1575	Dutch	the yard or court	2	7.15	hof	hɔf	3
1576	English	the yard or court	2	7.15	yard	jɑːd	4
# 
1577	German	the room	640	7.21	Zimmer	ʦɪmər	6031
1580	French	the room	640	7.21	piéce	pjɛs	1945
1581	Dutch	the room	640	7.21	kamer	kaːmər	1943
1582	English	the room	640	7.21	room	ruːm	1944
# 
1584	German	the door or gate	642	7.22	Tor	toːr	1952
1585	French	the door or gate	642	7.22	porte	pɔʀt	1953
1586	Dutch	the door or gate	642	7.22	deur	døːr	1952
1588	English	the door or gate	642	7.22	door	dɔːr	1952
# 
1590	German	the lock	641	7.23	Schloss	ʃlɔs	1948
1591	French	the lock	641	7.23	serrure	seʀyʀ	1950
1592	French	the lock	641	7.23	cadenas	kadna	1951
1593	Dutch	the lock	641	7.23	slot	slɔt	1948
1594	English	the lock	641	7.23	lock	lɔk	1949
# 
1595	German	the latch or door-bolt	140	7.231	Klinke	klɪŋkə	431
1598	French	the latch or door-bolt	140	7.231	verrou	vɛʀu	433
1599	Dutch	the latch or door-bolt	140	7.231	klink	klɪŋk	431
1601	English	the latch or door-bolt	140	7.231	bolt	bəʊlt	435
# 
1602	German	the floor	639	7.26	Fußboden	fuːs#boːdən	1938
1603	German	the floor	639	7.26	Diele	diːlə	1941
1604	French	the floor	639	7.26	plancher	plɑ̃ʃe	1940
1605	French	the floor	639	7.26	sol	sɔl	1942
1606	Dutch	the floor	639	7.26	vloer	vluːr	1939
1607	English	the floor	639	7.26	floor	flɔːr	1939
# 
1609	German	the fireplace	417	7.31	Herd	heːrt	1254
1610	French	the fireplace	417	7.31	foyer	fwaje	1253
1611	Dutch	the fireplace	417	7.31	haard	haːrt	1254
1612	English	the fireplace	417	7.31	fireplace	faɪə#pleɪs	1252
# 
1613	German	the stove	278	7.32	Ofen	oːfən	833
1614	French	the stove	278	7.32	poêle	pwal	835
1615	Dutch	the stove	278	7.32	kachel	kɑxəl	836
1616	English	the stove	278	7.32	stove	stəʊv	834
# 
1617	German	the chimney	415	7.33	Schornstein	ʃɔrn#ʃtain	1245
1618	German	the chimney	415	7.33	Kamin	kamiːn	-1247
1619	French	the chimney	415	7.33	cheminée	ʃəmine	1247
1620	Dutch	the chimney	415	7.33	schoorsteen	sxoːr#steːn	1245
1621	English	the chimney	415	7.33	chimney	ʧɪmnɪ	-1246
# 
1622	German	the ladder	299	7.37	Leiter	laitər	899
1623	French	the ladder	299	7.37	échelle	eʃɛl	900
1624	Dutch	the ladder	299	7.37	ladder	lɑdər	899
1625	English	the ladder	299	7.37	ladder	lædər	899
# 
1626	German	the bed	307	7.42	Bett	bɛt	922
1627	French	the bed	307	7.42	lit	li	923
1628	Dutch	the bed	307	7.42	bed	bɛt	922
1629	English	the bed	307	7.42	bed	bɛd	922
# 
1630	German	the blanket	224	7.422	Decke	dɛkə	672
1631	French	the blanket	224	7.422	couverture	kuvɛʀtyʀ	674
1632	Dutch	the blanket	224	7.422	deken	deːkə	672
1633	English	the blanket	224	7.422	blanket	blæŋkɪt	673
# 
1634	German	the chair	306	7.43	Stuhl	ʃtuːl	919
1635	French	the chair	306	7.43	chaise	ʃɛz	921
1637	Dutch	the chair	306	7.43	stoel	stuːl	919
1638	English	the chair	306	7.43	chair	ʧɛər	920
# 
1639	German	the lamp or torch	310	7.45	Lampe	lampə	-934
1640	French	the lamp or torch	310	7.45	lampe	lɑ̃p	934
1641	Dutch	the lamp or torch	310	7.45	lamp	lɑmp	-934
1642	English	the lamp or torch	310	7.45	lamp	læmp	-934
# 
1644	German	the candle	309	7.46	Kerze	keːrʦə	931
1647	French	the candle	309	7.46	chandelle	ʃɑ̃dɛl	933
1648	Dutch	the candle	309	7.46	kaars	kaːrs	931
1649	English	the candle	309	7.46	candle	kændḷ	-933
# 
1650	German	the shelf	308	7.47	Regal	reːɡaːl	924
1651	French	the shelf	308	7.47	étagère	etaʒɛʀ	926
1652	Dutch	the shelf	308	7.47	plank	plɑŋk	927
1653	English	the shelf	308	7.47	shelf	ʃɛlf	925
# 
1654	German	the trough	305	7.48	Trog	troːk	916
1656	French	the trough	305	7.48	abreuvoir	abʀøvwaʀ	918
1657	Dutch	the trough	305	7.48	trog	trɔx	916
1658	English	the trough	305	7.48	trough	trɔf	916
# 
1659	German	the roof	97	7.51	Dach	dax	293
1660	French	the roof	97	7.51	toit	twɑ	295
1661	Dutch	the roof	97	7.51	dak	dɑk	293
1662	English	the roof	97	7.51	roof	ruːf	294
# 
1663	German	the post or pole	101	7.56	Pfahl	p͡faːl	305
1664	French	the post or pole	101	7.56	poteau	pɔto	306
1665	French	the post or pole	101	7.56	piquet	pikɛ	307
1666	Dutch	the post or pole	101	7.56	post	pɔst	-306
1667	Dutch	the post or pole	101	7.56	paal	paːl	305
1668	English	the post or pole	101	7.56	post	pəʊst	-306
# 
1669	German	the arch	94	7.58	Bogen	boːɡən	280
1670	German	the arch	94	7.58	Wölbung	vœlbʊŋ	283
1671	French	the arch	94	7.58	arche	aʀʃ	282
1672	Dutch	the arch	94	7.58	boog	boːx	280
1673	English	the arch	94	7.58	arch	ɑːʧ	-281
# 
1674	German	the mason	14	7.61	Maurer	maurər	42
1675	French	the mason	14	7.61	maçon	masɔ̃	43
1676	Dutch	the mason	14	7.61	metselaar	mɛʦəlaːr	6034
1677	English	the mason	14	7.61	mason	meɪsṇ	-43
# 
1679	German	the brick	17	7.62	Backstein	bak#ʃtain	52
1680	French	the brick	17	7.62	brique	bʀik	51
1681	Dutch	the brick	17	7.62	baksteen	bɑk#steːn	52
1682	English	the brick	17	7.62	brick	brɪk	51
# 
1688	German	the farmer	573	8.11	Bauer	bauər	1720
1689	French	the farmer	573	8.11	fermier	fɛʀmje	1722
1690	Dutch	the farmer	573	8.11	boer	buːr	1720
1691	English	the farmer	573	8.11	farmer	fɑːmər	-1722
# 
1692	German	the field	575	8.12	Feld	fɛlt	1726
1693	French	the field	575	8.12	champ	ʃɑ̃	1727
1695	Dutch	the field	575	8.12	veld	vɛlt	1726
1696	English	the field	575	8.12	field	fiːld	1726
# 
1697	German	the garden	574	8.13	Garten	ɡaːrtən	-1723
1698	French	the garden	574	8.13	jardin	ʒaʀdɛ̃	1723
1699	Dutch	the garden	574	8.13	tuin	tœyn	1725
1700	English	the garden	574	8.13	garden	ɡɑːdṇ	-1723
# 
1701	German	to cultivate	570	8.15	bebauen	bə#bauən	1707
1702	German	to cultivate	570	8.15	ackern	akərn	1710
1703	French	to cultivate	570	8.15	cultiver	kyltive	1708
1704	French	to cultivate	570	8.15	labourer	labuʀe	1711
1705	Dutch	to cultivate	570	8.15	ontginnen	ɔnt#xɪnə	1709
1706	English	to cultivate	570	8.15	cultivate	kʌltɪveɪt	-1708
# 
1707	German	the fence	572	8.16	Zaun	ʦaun	1716
1708	German	the fence	572	8.16	Gehege	ɡə#heːɡə	1719
1709	French	the fence	572	8.16	barrière	baʀjɛʀ	1718
1710	Dutch	the fence	572	8.16	hek	hɛk	1719
1711	English	the fence	572	8.16	fence	fɛns	1717
# 
1712	German	the ditch	571	8.17	graben	ɡraːbən	1712
1713	French	the ditch	571	8.17	fossé	fɔse	1714
1714	Dutch	the ditch	571	8.17	sloot	sloːt	1715
1715	English	the ditch	571	8.17	ditch	dɪʧ	1713
# 
1716	German	to plough/plow	696	8.21	pflügen	p͡flyːɡən	2108
1717	French	to plough/plow	696	8.21	labourer	labuʀe	2109
1718	French	to plough/plow	696	8.21	charrue	ʃaʀy	2110
1719	Dutch	to plough/plow	696	8.21	ploegen	pluːɣə	2108
1720	English	to plough/plow	696	8.21	plough	plaʊ	2108
# 
1721	German	the furrow	374	8.212	Furche	fʊrxə	1133
1722	French	the furrow	374	8.212	sillon	sijɔ̃	1134
1723	Dutch	the furrow	374	8.212	vore	voːrə	1133
1724	English	the furrow	374	8.212	furrow	fʌrəʊ	1133
# 
1725	German	to dig	697	8.22	graben	ɡraːbən	2111
1727	French	to dig	697	8.22	piocher	pjɔʃe	2113
1728	Dutch	to dig	697	8.22	graven	xraːvə	2111
1729	English	to dig	697	8.22	dig	dɪɡ	2112
# 
1730	German	the spade	698	8.23	spaten	ʃpaːtən	2114
1731	French	the spade	698	8.23	bêche	bɛʃ	2115
1732	Dutch	the spade	698	8.23	spade	spaːdə	2114
1733	English	the spade	698	8.23	spade	speɪd	2114
# 
1734	German	the shovel	692	8.24	Schaufel	ʃaufəl	2094
1735	French	the shovel	692	8.24	pelle	pɛl	2095
1736	Dutch	the shovel	692	8.24	schop	sxɔp	2096
1737	English	the shovel	692	8.24	shovel	ʃʌvḷ	2094
# 
1738	German	the hoe	693	8.25	Hacke	hakə	2097
1741	French	the hoe	693	8.25	binette	binɛt	2100
1742	Dutch	the hoe	693	8.25	schoffel	sxɔfəl	2099
1743	English	the hoe	693	8.25	hoe	həʊ	2097
# 
1744	German	the fork(2)/pitchfork	694	8.26	Gabel	ɡaːbəl	2101
1745	French	the fork(2)/pitchfork	694	8.26	fourche	fuʀʃ	2104
1748	Dutch	the fork(2)/pitchfork	694	8.26	mestvork	mɛst#fɔrk	-2104
1749	English	the fork(2)/pitchfork	694	8.26	pitchfork	pɪʧ#fɔːk	-2104
# 
1750	German	the rake	695	8.27	rechen	rɛxən	2105
1751	German	the rake	695	8.27	Harke	harkə	2107
1752	French	the rake	695	8.27	rateau	ʀɑto	2106
1753	Dutch	the rake	695	8.27	hark	hɑrk	2107
1754	English	the rake	695	8.27	rake	reɪk	2105
# 
1755	German	to sow	152	8.31	sähen	zæ:.ən	471
1756	French	to sow	152	8.31	semer	səme	471
1757	Dutch	to sow	152	8.31	zaaien	zaːjə	471
1758	English	to sow	152	8.31	sow	səʊ	471
# 
1759	German	the seed	464	8.311	Saat	zaːt	1385
1760	French	the seed	464	8.311	graine	ɡʀɛn	1387
1761	French	the seed	464	8.311	semence	səmɑ̃s	1385
1762	Dutch	the seed	464	8.311	zaad	zaːt	1385
1763	English	the seed	464	8.311	seed	siːd	1385
# 
1768	German	the harvest	439	8.41	Ernte	ɛrntə	1311
1770	French	the harvest	439	8.41	moisson	mwasɔ̃	1313
1771	Dutch	the harvest	439	8.41	oogst	oːxst	1314
1772	English	the harvest	439	8.41	harvest	hɑːvɪst	1312
# 
1773	German	the grain	591	8.42	Getreide	ɡə#traidə	1784
1774	French	the grain	591	8.42	grain	ɡʀɛ̃	1785
1775	French	the grain	591	8.42	graine	ɡʀɛn	1785
1776	Dutch	the grain	591	8.42	graan	xraːn	-1785
1777	English	the grain	591	8.42	grain	ɡreɪn	-1785
# 
1778	German	the barley	434	8.44	Gerste	ɡɛrstə	1300
1779	French	the barley	434	8.44	orge	ɔʀʒ	1302
1780	Dutch	the barley	434	8.44	gerst	xɛrst	1300
1781	English	the barley	434	8.44	barley	bɑːlɪ	1301
# 
1782	German	the rye	424	8.45	Roggen	rɔɡən	1272
1783	French	the rye	424	8.45	seigle	sɛɡl	1273
1784	Dutch	the rye	424	8.45	rogge	rɔɣə	1272
1785	English	the rye	424	8.45	rye	raɪ	1272
# 
1786	German	the oats	432	8.46	Hafer	haːfər	1295
1787	French	the oats	432	8.46	avoine	avwan	1297
1788	Dutch	the oats	432	8.46	haver	haːvər	1295
1789	English	the oats	432	8.46	oat	əʊt	1296
# 
1794	German	the grass	651	8.51	Gras	ɡraːs	1979
1795	French	the grass	651	8.51	herbe	ɛʀb	1980
1796	Dutch	the grass	651	8.51	gras	xrɑs	1979
1797	English	the grass	651	8.51	grass	ɡrɑːs	1979
# 
1798	German	the hay	654	8.52	Heu	hɔy	1989
1799	French	the hay	654	8.52	foin	fwɛ̃	1990
1800	Dutch	the hay	654	8.52	hooi	hoːj	1989
1801	English	the hay	654	8.52	hay	heɪ	1989
# 
1802	German	to plant	747	8.531	pflanzen	p͡flanʦən	-2260
1803	French	to plant	747	8.531	planter	plɑ̃te	2260
1804	Dutch	to plant	747	8.531	planten	plɑntə	-2260
1805	English	to plant	747	8.531	plant	plɑːnt	-2260
# 
1806	German	the branch	655	8.55	Zweig	ʦvaik	1991
1807	French	the branch	655	8.55	branche	bʀɑ̃ʃ	1992
1809	Dutch	the branch	655	8.55	tak	tɑk	6036
1810	English	the branch	655	8.55	branch	brɑːnʧ	-1992
# 
1811	German	the leaf	658	8.56	Blatt	blat	2000
1812	German	the leaf	658	8.56	Laub	laup	2001
1813	French	the leaf	658	8.56	feuille	fœj	2002
1814	Dutch	the leaf	658	8.56	blad	blɑt	2000
1815	English	the leaf	658	8.56	leaf	liːf	2001
# 
1816	German	the tree	483	8.6	Baum	baum	1447
1817	French	the tree	483	8.6	arbre	aʀbʀ	1449
1818	Dutch	the tree	483	8.6	boom	boːm	1447
1819	English	the tree	483	8.6	tree	triː	1448
# 
1820	German	the beech	23	8.62	Buche	buːxə	70
1821	French	the beech	23	8.62	hêtre	ɛtʀ	71
1822	Dutch	the beech	23	8.62	beuk	bøːk	70
1823	English	the beech	23	8.62	beech	biːʧ	70
# 
1824	German	the pine	25	8.64	Kiefer	kiːfər	75
1825	French	the pine	25	8.64	pin	pɛ̃	87
1826	Dutch	the pine	25	8.64	pijnboom	pɛɪm#boːm	-78
1828	English	the pine	25	8.64	pine	paɪn	-78
# 
1829	German	the fir	26	8.65	Tanne	tanə	80
1830	French	the fir	26	8.65	sapin	sapɛ̃	82
1831	French	the fir	26	8.65	conifère	kɔnifɛʀ	84
1832	Dutch	the fir	26	8.65	spar	spɑr	83
1833	English	the fir	26	8.65	fir	fɜːr	81
# 
1834	German	the vine	28	8.67	Weinstock	vain#ʃtɔk	-89
1835	French	the vine	28	8.67	vigne	viŋ	89
1836	Dutch	the vine	28	8.67	win#gerd	wɪŋərt	-89
1837	English	the vine	28	8.67	vine	vaɪn	-89
# 
1846	German	the pipe	4	8.691	Pfeife	p͡faifə	-12
1847	French	the pipe	4	8.691	pipe	pip	12
1848	Dutch	the pipe	4	8.691	pijp	pɛɪp	-12
1849	English	the pipe	4	8.691	pipe	paɪp	-12
# 
1850	German	the bark	239	8.75	Rinde	rɪndə	715
1851	German	the bark	239	8.75	Borke	bɔrkə	716
1852	French	the bark	239	8.75	écorce	ekɔʀs	717
1853	Dutch	the bark	239	8.75	bast	bɑst	718
1854	English	the bark	239	8.75	bark	bɑːk	716
# 
1855	German	the sap	238	8.76	Saft	zaft	713
1856	French	the sap	238	8.76	sève	sɛv	714
1857	Dutch	the sap	238	8.76	sap	sɑp	713
1858	English	the sap	238	8.76	sap	sæp	713
# 
1867	German	the nettle	247	8.97	Nessel	nɛsəl	747
1868	French	the nettle	247	8.97	ortie	ɔʀti	748
1869	Dutch	the nettle	247	8.97	netel	neːtəl	747
1870	English	the nettle	247	8.97	nettle	nɛtḷ	747
# 
1871	German	to do	102	9.11	tun	tuːn	308
1872	German	to do	102	9.11	machen	maxən	310
1873	French	to do	102	9.11	faire	fɛʀ	309
1874	Dutch	to do	102	9.11	doen	duːn	308
1875	English	to do	102	9.11	do	duː	308
# 
1876	German	the work	100	9.12	arbeiten	arbaitən	302
1877	French	the work	100	9.12	travailler	tʀavaje	304
1878	Dutch	the work	100	9.12	werk	wɛrk	303
1879	English	the work	100	9.12	work	wɜːk	303
# 
1881	German	to bend	98	9.14	beugen	bɔyɡən	296
1882	French	to bend	98	9.14	plier	plije	298
1883	French	to bend	98	9.14	courber	kuʀbe	299
1884	Dutch	to bend	98	9.14	buigen	bœyɣə	296
1885	English	to bend	98	9.14	bend	bɛnd	297
# 
1886	German	to fold	99	9.15	falten	faltən	300
1887	French	to fold	99	9.15	plier	plije	301
1888	Dutch	to fold	99	9.15	vouwen	vɑuwə	6037
1889	English	to fold	99	9.15	fold	fəʊld	300
# 
1890	German	to tie	96	9.16	binden	bɪndən	289
1892	French	to tie	96	9.16	lier	lje	292
1893	Dutch	to tie	96	9.16	binden	bɪndə	289
1895	English	to tie	96	9.16	bind	baɪnd	289
# 
1896	German	the rope	95	9.19	Seil	zail	284
1897	German	the rope	95	9.19	Tau	tau	287
1899	French	the rope	95	9.19	corde	kɔʀd	286
1900	Dutch	the rope	95	9.19	touw	tɑuw	287
1901	English	the rope	95	9.19	rope	rəʊp	285
# 
1902	German	to strike or hit or beat	633	9.21	schlagen	ʃlaːɡən	1921
1903	French	to strike or hit or beat	633	9.21	frapper	fʀape	1923
1905	Dutch	to strike or hit or beat	633	9.21	slaan	slaːn	1921
1906	English	to strike or hit or beat	633	9.21	hit	hɪt	1922
1907	English	to strike or hit or beat	633	9.21	beat	biːt	1924
# 
1909	German	to cut	632	9.22	schneiden	ʃnaidən	1918
1910	French	to cut	632	9.22	couper	kupe	1920
1911	Dutch	to cut	632	9.22	doorsnijden	doːr#snɛɪdə	1918
1912	English	to cut	632	9.22	cut	kʌt	1919
# 
1914	German	to chop	729	9.222	zerhacken	ʦɛr#hakən	2208
1915	French	to chop	729	9.222	tailler	taje	2207
1916	French	to chop	729	9.222	couper	kupe	2209
1917	Dutch	to chop	729	9.222	hakken	hɑkə	2208
1918	English	to chop	729	9.222	chop	ʧɔp	2206
# 
1919	German	to stab	730	9.223	erstechen	ɛr#ʃtɛxən	2210
1920	German	to stab	730	9.223	stechen	ʃtɛxən	2210
1921	French	to stab	730	9.223	poignarder	pwaɲaʀde	2211
1922	Dutch	to stab	730	9.223	steken	steːkə	2210
1923	English	to stab	730	9.223	stab	stæb	6040
# 
1924	German	to break	636	9.26	brechen	brɛxən	1930
1925	French	to break	636	9.26	casser	kase	1931
1926	French	to break	636	9.26	briser	bʀize	6041
1927	Dutch	to break	636	9.26	breken	breːkə	1930
1928	English	to break	636	9.26	break	breɪk	1930
# 
1929	German	broken	18	9.261	gebrochen	ɡə#brɔxən	53
1930	French	broken	18	9.261	brisé	bʀiz	54
1931	French	broken	18	9.261	cassé	kase	56
1932	Dutch	broken	18	9.261	kapot	kaːpɔt	55
1933	Dutch	broken	18	9.261	stuk	stʉk	57
1934	English	broken	18	9.261	broken	brəʊkən	53
# 
1935	German	to split	635	9.27	spalten	ʃpaltən	1928
1936	French	to split	635	9.27	fendre	fɑ̃dʀ	1929
1937	Dutch	to split	635	9.27	splijten	splɛɪtə	1928
1938	English	to split	635	9.27	split	splɪt	1928
# 
1939	German	to tear	65	9.28	reissen	raisən	193
1940	French	to tear	65	9.28	déchirer	deʃiʀe	195
1941	Dutch	to tear	65	9.28	scheuren	sxøːrə	196
1942	English	to tear	65	9.28	tear	tɛər	194
# 
1943	German	to skin	638	9.29	häuten	hɔytən	1934
1944	French	to skin	638	9.29	écorcher	ekɔʀʃe	1936
1945	Dutch	to skin	638	9.29	villen	vɪlə	1937
1946	English	to skin	638	9.29	skin	skɪn	1935
# 
1947	German	to rub	280	9.31	wischen	vɪʃən	843
1949	French	to rub	280	9.31	essuyer	esɥije	846
1950	Dutch	to rub	280	9.31	wrijven	wrɛɪvə	845
1951	English	to rub	280	9.31	rub	rʌb	844
# 
1953	German	to stretch	284	9.32	strecken	ʃtrɛkən	858
1955	French	to stretch	284	9.32	étendre	etɑ̃dʀ	859
1956	Dutch	to stretch	284	9.32	uitrekken	œyt#rɛkə	858
1957	English	to stretch	284	9.32	stretch	strɛʧ	858
# 
1959	German	to spread out	295	9.34	streuen	ʃtrɔyən	890
1961	French	to spread out	295	9.34	étaler	etale	889
1962	French	to spread out	295	9.34	éparpiller	epaʀpije	891
1963	Dutch	to spread out	295	9.34	uitspreiden	œyt#sprɛɪdə	888
1964	English	to spread out	295	9.34	spread out	sprɛd#aʊt	888
# 
1965	German	to hang up	524	9.341	aufhängen	auf#hɛŋən	1577
1966	French	to hang up	524	9.341	suspendre	syspɑ̃dʀ	1578
1967	Dutch	to hang up	524	9.341	ophangen	ɔp#hɑŋə	1577
1968	English	to hang up	524	9.341	hang	hæŋ	1577
# 
1971	German	to squeeze	525	9.343	auswringen	aus#vrɪŋən	1579
1972	French	to squeeze	525	9.343	presser	pʀese	1581
1973	Dutch	to squeeze	525	9.343	uitpersen	œyt#pɛrsə	-1581
1974	English	to squeeze	525	9.343	squeeze	skwiːz	1580
# 
1975	German	to pour	64	9.35	giessen	ɡiːsən	188
1976	German	to pour	64	9.35	schütten	ʃʏtən	192
1977	German	to pour	64	9.35	schenken	ʃɛŋkən	191
1978	French	to pour	64	9.35	verser	vɛʀse	190
1979	Dutch	to pour	64	9.35	schenken	sxɛŋkə	191
1980	English	to pour	64	9.35	pour	pɔːr	189
# 
1981	German	to wash	302	9.36	waschen	vaʃən	908
1982	French	to wash	302	9.36	laver	lave	909
1983	Dutch	to wash	302	9.36	wassen	wɑsə	908
1984	English	to wash	302	9.36	wash	wɔʃ	908
# 
1985	German	the tool	527	9.422	Werkzeug	vɛrk#ʦɔyk	1586
1986	French	the tool	527	9.422	outil	uti	1588
1987	Dutch	the tool	527	9.422	gereedschap	xəreːt#sxɑp	1589
1988	Dutch	the tool	527	9.422	werktuig	wɛrk#tœyx	1586
1989	English	the tool	527	9.422	tool	tuːl	1587
# 
1990	German	the carpenter	217	9.43	Zimmermann	ʦɪmər#man	652
1991	French	the carpenter	217	9.43	charpentier	ʃaʀpɑ̃tje	654
1992	Dutch	the carpenter	217	9.43	timmerman	tɪmər#mɑn	652
1993	English	the carpenter	217	9.43	carpenter	kɑːpəntər	-654
# 
1994	German	to build	213	9.44	bauen	bauən	642
1995	French	to build	213	9.44	bâtir	bɑtiʀ	644
1996	French	to build	213	9.44	construire	kɔ̃stʀɥiʀ	645
1997	Dutch	to build	213	9.44	bouwen	bɑuwə	642
1998	English	to build	213	9.44	build	bɪld	643
# 
1999	German	to bore	215	9.46	bohren	boːrən	648
2001	French	to bore	215	9.46	perforer	pɛʀfɔʀe	649
2002	Dutch	to bore	215	9.46	boren	boːrə	648
2003	English	to bore	215	9.46	bore	bɔːr	648
# 
2004	German	to hollow out	613	9.461	aushöhlen	aus#hɶːlən	1855
2006	French	to hollow out	613	9.461	creuser	kʀøze	1856
2007	Dutch	to hollow out	613	9.461	uithollen	œyt#hɔlə	1855
2008	English	to hollow out	613	9.461	hollow	hɔləʊ	1855
# 
2009	German	the hammer	219	9.49	Hammer	hamər	657
2010	French	the hammer	219	9.49	marteau	maʀto	658
2011	Dutch	the hammer	219	9.49	hamer	haːmər	657
2012	English	the hammer	219	9.49	hammer	hæmər	657
# 
2013	German	the nail	682	9.5	Nagel	naːɡəl	2058
2014	French	the nail	682	9.5	clou	klu	2059
2015	French	the nail	682	9.5	pointe	pwɛ̃t	2060
2016	Dutch	the nail	682	9.5	nagel	naːɣəl	2058
2017	Dutch	the nail	682	9.5	spijker	spɛɪkər	2061
2018	English	the nail	682	9.5	nail	neɪl	2058
# 
2019	German	the glue	10	9.56	Leim	laim	30
2020	German	the glue	10	9.56	Klebstoff	kleːp#ʃtɔf	33
2021	French	the glue	10	9.56	colle	kɔl	32
2022	Dutch	the glue	10	9.56	lijm	lɛɪm	30
2023	English	the glue	10	9.56	glue	ɡluː	31
# 
2024	German	the blacksmith	317	9.6	Schmied	ʃmiːt	949
2025	French	the blacksmith	317	9.6	forgeron	fɔʀʒəʀɔ̃	950
2026	Dutch	the blacksmith	317	9.6	smid	smɪt	949
2027	English	the blacksmith	317	9.6	blacksmith	blæk#smɪθ	949
# 
2028	German	to forge	549	9.61	schmieden	ʃmiːdən	1648
2029	French	to forge	549	9.61	forger	fɔʀʒe	1649
2030	Dutch	to forge	549	9.61	smeden	smeːdə	1648
2031	English	to forge	549	9.61	forge	fɔːʤ	-1649
# 
2036	German	to cast	547	9.63	gießen	ɡiːsən	1644
2037	French	to cast	547	9.63	mouler	mule	1646
2038	French	to cast	547	9.63	couler	kule	1646
2039	Dutch	to cast	547	9.63	gieten	xiːtə	1644
2040	English	to cast	547	9.63	cast	kɑːst	1645
# 
