# PIE
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
1437	Hindi	seed	73	biːʤ	b iː ʤ	418
1438	Portuguese	seed	73	səmẽtə	s ə m ẽ t ə	421
1439	French	seed	73	ɡʁɛn	ɡ ʁ ɛ n	422
# 
1440	Dutch	sit (V)	74	zɪtə	z ɪ t ə	424
1441	Swedish	sit (V)	74	sitːa	s i tː a	424
1442	English	sit (V)	74	sɪt	s ɪ t	424
1443	German	sit (V)	74	zɪt͡sən	z ɪ t͡s ə n	424
1444	Spanish	sit (V)	74	sentaðo	s e n t a ð o	424
1445	Danish	sit (V)	74	seðə	s e ð ə	424
1446	Bulgarian	sit (V)	74	sɛdʲɤ	s ɛ dʲ ɤ	424
1447	Greek	sit (V)	74	kaθome	k a θ o m e	426
1448	Armenian	sit (V)	74	nəstɛl	n ə s t ɛ l	424
1449	Romanian	sit (V)	74	ʃedea	ʃ e d ea	424
1450	Russian	sit (V)	74	sʲɪdʲetʲ	sʲ ɪ dʲ e tʲ	424
1451	Polish	sit (V)	74	ɕɛʥɛʨ	ɕ ɛ ʥ ɛ ʨ	424
1452	Norwegian	sit (V)	74	sitə	s i t ə	424
1453	French	sit (V)	74	ɛtʁasi	ɛ t ʁ a s i	424
1454	Czech	sit (V)	74	sɛdʲɛt	s ɛ dʲ ɛ t	424
1455	Icelandic	sit (V)	74	sɪːtja	s ɪː t j a	424
1456	Italian	sit (V)	74	sedere	s e d e r e	424
1457	Hindi	sit (V)	74	bɛːʈʰnaː	b ɛː ʈʰ n aː	425
1458	Portuguese	sit (V)	74	sẽtar	s ẽ t a r	424
# 
1459	Dutch	skin	75	vɛl	v ɛ l	427
1460	Swedish	skin	75	ɧinː	ɧ i nː	433
1461	English	skin	75	skɪn	s k ɪ n	-433
1462	German	skin	75	haut	h au t	432
1463	Spanish	skin	75	pjel	p j e l	427
1464	Danish	skin	75	huðˀ	h u ðˀ	432
1465	Bulgarian	skin	75	kɔʒə	k ɔ ʒ ə	429
1466	Greek	skin	75	ðerma	ð e r m a	428
1467	Armenian	skin	75	mɑʃk	m ɑ ʃ k	-431
1468	Romanian	skin	75	pjele	p j e l e	427
1469	Russian	skin	75	koʒə	k o ʒ ə	429
1470	Polish	skin	75	skura	s k u r a	430
1471	Norwegian	skin	75	hʉːd	h ʉː d	432
1472	French	skin	75	po	p o	427
1473	Czech	skin	75	kuːʒɛ	k uː ʒ ɛ	429
1474	Icelandic	skin	75	huːð	h uː ð	432
1475	Italian	skin	75	pɛlle	p ɛ lː e	427
1476	Hindi	skin	75	ʧəməɽiː	ʧ ə m ə ɽ iː	430
1477	Portuguese	skin	75	pɛlə	p ɛ l ə	427
1478	Dutch	skin	75	hœyt	h œy t	432
1479	Swedish	skin	75	huːd	h uː d	432
1480	Icelandic	skin	75	scɪnː	s c ɪ nː	433
1481	Portuguese	skin	75	koru	k o r u	430
# 
1482	Dutch	sleep (V)	76	slaːpə	s l aː p ə	436
1483	Swedish	sleep (V)	76	soːva	s oː v a	435
1484	English	sleep (V)	76	sliːp	s l iː p	436
1485	German	sleep (V)	76	ʃlaːfən	ʃ l aː f ə n	436
1486	Spanish	sleep (V)	76	doɾmiɾ	d o ɾ m i ɾ	437
1487	Danish	sleep (V)	76	sɒwə	s ɒ w ə	435
1488	Bulgarian	sleep (V)	76	spa	s p a	435
1489	Greek	sleep (V)	76	cimume	c i m u m e	434
1490	Armenian	sleep (V)	76	kʰənɛl	kʰ ə n ɛ l	435
1491	Romanian	sleep (V)	76	dormi	d o r m i	437
1492	Russian	sleep (V)	76	spatʲ	s p a tʲ	435
1493	Polish	sleep (V)	76	spaʨ	s p a ʨ	435
1494	Norwegian	sleep (V)	76	soːʋə	s oː ʋ ə	435
1495	French	sleep (V)	76	dɔʁmiʁ	d ɔ ʁ m i ʁ	437
1496	Czech	sleep (V)	76	spaːt	s p aː t	435
1497	Icelandic	sleep (V)	76	sɔːva	s ɔː v a	435
1498	Italian	sleep (V)	76	dormire	d o r m i r e	437
1499	Hindi	sleep (V)	76	sɔːnaː	s ɔː n aː	435
1500	Portuguese	sleep (V)	76	durmir	d u r m i r	437
# 
1501	Dutch	small	77	klɛɪn	k l ɛɪ n	445
1502	Swedish	small	77	liːten	l iː t e n	439
1503	English	small	77	smɔːl	s m ɔː l	441
1504	German	small	77	klain	k l ai n	445
1505	Spanish	small	77	pekeɲo	p e k e ɲ o	440
1506	Danish	small	77	lilə	l i l ə	439
1507	Bulgarian	small	77	malək	m a l ə k	441
1508	Greek	small	77	mikros	m i k r o s	438
1509	Armenian	small	77	pʰokʰəɾ	pʰ o kʰ ə ɾ	440
1510	Romanian	small	77	mik	m i k	-444
1511	Russian	small	77	malʲɪnʲkʲɪj	m a lʲ ɪ nʲ kʲ ɪ j	441
1512	Polish	small	77	mawɨ	m a w ɨ	441
1513	Norwegian	small	77	liːtən	l iː t ə n	439
1514	French	small	77	pəti	p ə t i	442
1515	Czech	small	77	maliː	m a l iː	441
1516	Icelandic	small	77	liːtɪt͡l	l iː t ɪ t͡l	439
1517	Italian	small	77	pikkolo	p i kː o l o	440
1518	Hindi	small	77	ʧɔːʈaː	ʧ ɔː ʈ aː	443
1519	Portuguese	small	77	pəkenu	p ə k e n u	440
1520	Swedish	small	77	smoː	s m oː	441
1521	English	small	77	lɪtḷ	l ɪ t ḷ	439
1522	Danish	small	77	liːðən	l iː ð ə n	439
1523	Icelandic	small	77	smauːr	s m auː r	441
# 
1524	Dutch	smoke	78	roːk	r oː k	449
1525	Swedish	smoke	78	røk	r ø k	449
1526	English	smoke	78	sməʊk	s m əʊ k	448
1527	German	smoke	78	raux	r au x	449
1528	Spanish	smoke	78	umo	u m o	446
1529	Danish	smoke	78	ʁʌjˀ	ʁ ʌ jˀ	449
1530	Bulgarian	smoke	78	dim	d i m	446
1531	Greek	smoke	78	kapnos	k a p n o s	447
1532	Romanian	smoke	78	fum	f u m	446
1533	Russian	smoke	78	dɨm	d ɨ m	446
1534	Polish	smoke	78	dɨm	d ɨ m	446
1535	Norwegian	smoke	78	ɾœjk	ɾ œ j k	449
1536	French	smoke	78	fyme	f y m e	446
1537	Czech	smoke	78	diːm	d iː m	446
1538	Icelandic	smoke	78	reiːkʏr	r eiː k ʏ r	449
1539	Italian	smoke	78	fumo	f u m o	446
1540	Hindi	smoke	78	dʱʊãː	dʱ ʊãː	446
1541	Portuguese	smoke	78	fumu	f u m u	446
# 
1542	Dutch	stand (V)	79	staːn	s t aː n	451
1543	Swedish	stand (V)	79	stoː	s t oː	451
1544	English	stand (V)	79	stænd	s t æ n d	451
1545	German	stand (V)	79	ʃteːən	ʃ t eːə n	451
1546	Danish	stand (V)	79	sdɔˀ	s d ɔˀ	451
1547	Bulgarian	stand (V)	79	stɔjə	s t ɔ j ə	451
1548	Greek	stand (V)	79	stekome	s t e k o m e	451
1549	Armenian	stand (V)	79	kɑngnɛl	k ɑ n g n ɛ l	450
1550	Romanian	stand (V)	79	sta	s t a	451
1551	Russian	stand (V)	79	stɐjatʲ	s t ɐ j a tʲ	451
1552	Polish	stand (V)	79	staʨ	s t a ʨ	451
1553	Norwegian	stand (V)	79	stoː	s t oː	451
1554	Czech	stand (V)	79	staːt	s t aː t	451
1555	Icelandic	stand (V)	79	stanta	s t a n t a	451
1556	Italian	stand (V)	79	stare	s t a r e	451
1557	Hindi	stand (V)	79	kʰaɽaː	kʰ a ɽ aː	452
# 
1558	Dutch	star	80	stɛr	s t ɛ r	454
1559	Swedish	star	80	ɧɛːrna	ɧ ɛː r n a	454
1560	English	star	80	stɑːr	s t ɑː r	454
1561	German	star	80	ʃtɛrn	ʃ t ɛ r n	454
1562	Spanish	star	80	estɾeʎa	e s t ɾ e ʎ a	454
1563	Danish	star	80	sdjæʁnə	s d j æ ʁ n ə	454
1564	Bulgarian	star	80	zvɛzda	z v ɛ z d a	453
1565	Greek	star	80	asteri	a s t e r i	454
1566	Armenian	star	80	ɑstəʁ	ɑ s t ə ʁ	454
1567	Romanian	star	80	stea	s t ea	454
1568	Russian	star	80	zvʲɪzda	z vʲ ɪ z d a	453
1569	Polish	star	80	ɡvʲazda	ɡ vʲ a z d a	453
1570	Norwegian	star	80	stjæːɳə	s t j æː ɳ ə	454
1571	French	star	80	etwal	e t w a l	454
1572	Czech	star	80	ɦvʲɛzda	ɦ vʲ ɛ z d a	453
1573	Icelandic	star	80	stjart͡na	s t j a r t͡n a	454
1574	Italian	star	80	stella	s t e lː a	454
1575	Hindi	star	80	taːraː	t aː r aː	454
1576	Portuguese	star	80	əʃtrelɐ	ə ʃ t r e l ɐ	454
# 
1577	Dutch	stone	81	steːn	s t eː n	458
1578	Swedish	stone	81	steːn	s t eː n	458
1579	English	stone	81	stəʊn	s t əʊ n	458
1580	German	stone	81	ʃtain	ʃ t ai n	458
1581	Spanish	stone	81	pjeðɾa	p j e ð ɾ a	455
1582	Danish	stone	81	sdeˀn	s d eˀ n	458
1583	Bulgarian	stone	81	kamək	k a m ə k	459
1584	Greek	stone	81	petra	p e t r a	460
1585	Armenian	stone	81	kʰɑɾ	kʰ ɑ ɾ	461
1586	Romanian	stone	81	pjatrə	p j a t r ə	455
1587	Russian	stone	81	kamʲɪnʲ	k a mʲ ɪ nʲ	459
1588	Polish	stone	81	kamʲɛɲ	k a mʲ ɛ ɲ	459
1589	Norwegian	stone	81	stæjn	s t æ j n	458
1590	French	stone	81	pjɛʁ	p j ɛ ʁ	455
1591	Czech	stone	81	kaːmɛn	k aː m ɛ n	459
1592	Icelandic	stone	81	steit͡n	s t ei t͡n	458
1593	Italian	stone	81	sasso	s a sː o	456
1594	Hindi	stone	81	pətʰːər	p ə tʰː ə r	457
1595	Portuguese	stone	81	pɛdrɐ	p ɛ d r ɐ	455
# 
1596	Dutch	sun	82	zɔn	z ɔ n	463
1597	Swedish	sun	82	soːl	s oː l	463
1598	English	sun	82	sʌn	s ʌ n	463
1599	German	sun	82	zɔnə	z ɔ n ə	463
1600	Spanish	sun	82	sol	s o l	463
1601	Danish	sun	82	soˀl	s oˀ l	463
1602	Bulgarian	sun	82	slɤnʦɛ	s l ɤ n ʦ ɛ	463
1603	Greek	sun	82	iʎos	i ʎ o s	463
1604	Armenian	sun	82	ɑɾɛv	ɑ ɾ ɛ v	462
1605	Romanian	sun	82	sware	s w a r e	463
1606	Russian	sun	82	sonʦə	s o n ʦ ə	463
1607	Polish	sun	82	swɔnʲʦɛ	s w ɔ nʲ ʦ ɛ	463
1608	Norwegian	sun	82	suːl	s uː l	463
1609	French	sun	82	sɔlɛj	s ɔ l ɛ j	463
1610	Czech	sun	82	slʊnʦɛ	s l ʊ n ʦ ɛ	463
1611	Icelandic	sun	82	souːl	s ouː l	463
1612	Italian	sun	82	sole	s o l e	463
1613	Hindi	sun	82	suːrəʤ	s uː r ə ʤ	463
1614	Portuguese	sun	82	sɔl	s ɔ l	463
# 
1615	Dutch	swim (V)	83	zʋɛmə	z ʋ ɛ m ə	465
1616	Swedish	swim (V)	83	simːa	s i mː a	465
1617	English	swim (V)	83	sʋɪm	s ʋ ɪ m	465
1618	German	swim (V)	83	ʃvɪmən	ʃ v ɪ m ə n	465
1619	Spanish	swim (V)	83	naðaɾ	n a ð a ɾ	466
1620	Danish	swim (V)	83	svœmə	s v œ m ə	465
1621	Bulgarian	swim (V)	83	pluvəm	p l u v ə m	467
1622	Greek	swim (V)	83	kolimbo	k o l i m b o	469
1623	Armenian	swim (V)	83	loʁɑl	l o ʁ ɑ l	467
1624	Romanian	swim (V)	83	ɨnota	ɨ n o t a	466
1625	Russian	swim (V)	83	plɨtʲ	p l ɨ tʲ	467
1626	Polish	swim (V)	83	pwɨvaʨ	p w ɨ v a ʨ	467
1627	Norwegian	swim (V)	83	sʋœmə	s ʋ œ m ə	465
1628	French	swim (V)	83	naʒe	n a ʒ e	464
1629	Czech	swim (V)	83	plavat	p l a v a t	467
1630	Icelandic	swim (V)	83	synta	s y n t a	468
1631	Italian	swim (V)	83	nwotare	n w o t a r e	466
1632	Hindi	swim (V)	83	tɛːrnaː	t ɛː r n aː	470
1633	Portuguese	swim (V)	83	nɐdar	n ɐ d a r	466
# 
1634	Dutch	tail	84	staːrt	s t aː r t	473
1635	Swedish	tail	84	ɧɛrt	ɧ ɛ r t	473
1636	English	tail	84	teɪl	t eɪ l	484
1637	German	tail	84	ʃvant͡s	ʃ v a n t͡s	478
1638	Spanish	tail	84	kola	k o l a	471
1639	Danish	tail	84	hæːlə	h æː l ə	482
1640	Bulgarian	tail	84	opaʃkə	o p a ʃ k ə	476
1641	Greek	tail	84	ura	u r a	475
1642	Armenian	tail	84	poʧʰ	p o ʧʰ	474
1643	Romanian	tail	84	kwadə	k w a d ə	471
1644	Russian	tail	84	xvost	x v o s t	479
1645	Polish	tail	84	ɔɡɔn	ɔ ɡ ɔ n	483
1646	Norwegian	tail	84	hɑːlə	h ɑː l ə	482
1647	French	tail	84	kø	k ø	471
1648	Czech	tail	84	oʦas	o ʦ a s	481
1649	Icelandic	tail	84	haːlɪ	h aː l ɪ	482
1650	Italian	tail	84	koda	k o d a	471
1651	Hindi	tail	84	puːʧʰ	p uː ʧʰ	472
1652	Portuguese	tail	84	kawdɐ	k a w d ɐ	471
1653	Spanish	tail	84	ravo	r a v o	480
1654	Icelandic	tail	84	skɔʰt	s k ɔʰ t	477
1655	Portuguese	tail	84	ʀabu	ʀ a b u	480
# 
1656	Dutch	that	85	diː	d iː	487
1657	Swedish	that	85	də	d ə	487
1658	English	that	85	ðæt	ð æ t	487
1659	German	that	85	jeːnər	j eː n ə r	489
1660	Spanish	that	85	akel	a k e l	486
1661	Danish	that	85	de	d e	487
1662	Bulgarian	that	85	ɔnzi	ɔ n z i	485
1663	Greek	that	85	ecino	e c i n o	486
1664	Armenian	that	85	ɑɪ̯n	ɑɪ̯ n	485
1665	Romanian	that	85	aʧel	a ʧ e l	486
1666	Russian	that	85	to	t o	487
1667	Polish	that	85	tamtɔ	t a m t ɔ	487
1668	Norwegian	that	85	deː	d eː	487
1669	French	that	85	səla	s ə l a	486
1670	Czech	that	85	tamto	t a m t o	487
1671	Icelandic	that	85	θɛsːɪ	θ ɛ sː ɪ	487
1672	Italian	that	85	kwello	k w e lː o	486
1673	Hindi	that	85	və	v ə	490
1674	Portuguese	that	85	ɐkelə	ɐ k e l ə	486
1675	Danish	that	85	hiˀn	h iˀ n	486
1676	Icelandic	that	85	sauː	s auː	488
# 
1677	Dutch	this	86	deːzə	d eː z ə	492
1678	Swedish	this	86	dɛta	d ɛ t a	492
1679	English	this	86	ðɪs	ð ɪ s	492
1680	German	this	86	diːzər	d iː z ə r	492
1681	Spanish	this	86	este	e s t e	492
1682	Danish	this	86	dɛnə	d ɛ n ə	492
1683	Bulgarian	this	86	tɔzi	t ɔ z i	492
1684	Greek	this	86	afto	a f t o	492
1685	Armenian	this	86	ɑɪs	ɑɪ s	492
1686	Romanian	this	86	aʧest	a ʧ e s t	493
1687	Russian	this	86	ɛtə	ɛ t ə	492
1688	Polish	this	86	tɔ	t ɔ	492
1689	Norwegian	this	86	detə	d e t ə	492
1690	French	this	86	səsi	s ə s i	493
1691	Czech	this	86	toto	t o t o	492
1692	Icelandic	this	86	θɛsːɪ	θ ɛ sː ɪ	492
1693	Italian	this	86	kwesto	k w e s t o	493
1694	Hindi	this	86	jə	j ə	491
1695	Portuguese	this	86	əʃtə	ə ʃ t ə	492
1696	Danish	this	86	dɛnə	d ɛ n ə	492
# 
1697	Dutch	thou	87	jɛɪ	j ɛɪ	494
1698	Swedish	thou	87	dʉ	d ʉ	495
1699	English	thou	87	juː	j uː	494
1700	German	thou	87	duː	d uː	495
1701	Spanish	thou	87	tu	t u	495
1702	Danish	thou	87	duˀ	d uˀ	495
1703	Bulgarian	thou	87	ti	t i	495
1704	Greek	thou	87	esi	e s i	495
1705	Armenian	thou	87	du	d u	495
1706	Romanian	thou	87	tu	t u	495
1707	Russian	thou	87	tɨ	t ɨ	495
1708	Polish	thou	87	tɨ	t ɨ	495
1709	Norwegian	thou	87	dʉː	d ʉː	495
1710	French	thou	87	ty	t y	495
1711	Czech	thou	87	tɪ	t ɪ	495
1712	Icelandic	thou	87	θuː	θ uː	495
1713	Italian	thou	87	tu	t u	495
1714	Hindi	thou	87	tuː	t uː	495
1715	Portuguese	thou	87	tu	t u	495
# 
1716	Dutch	tongue	88	tɔŋ	t ɔ ŋ	496
1717	Swedish	tongue	88	tuŋːa	t u ŋː a	496
1718	English	tongue	88	tʌŋ	t ʌ ŋ	496
1719	German	tongue	88	t͡sʊŋə	t͡s ʊ ŋ ə	496
1720	Spanish	tongue	88	leŋɡwa	l e ŋ ɡ w a	496
1721	Danish	tongue	88	tɔŋə	t ɔ ŋ ə	496
1722	Bulgarian	tongue	88	ɛzik	ɛ z i k	496
1723	Greek	tongue	88	ɣlosa	ɣ l o s a	497
1724	Armenian	tongue	88	lɛzu	l ɛ z u	496
1725	Romanian	tongue	88	limbə	l i m b ə	496
1726	Russian	tongue	88	jɪzɨk	j ɪ z ɨ k	496
1727	Polish	tongue	88	jɛ̃zɨk	j ɛ̃ z ɨ k	496
1728	Norwegian	tongue	88	tuŋə	t u ŋ ə	496
1729	French	tongue	88	lɑ̃ɡ	l ɑ̃ ɡ	496
1730	Czech	tongue	88	jazɪk	j a z ɪ k	496
1731	Icelandic	tongue	88	tʰuŋka	tʰ u ŋ k a	496
1732	Italian	tongue	88	liŋɡwa	l i ŋ ɡ w a	496
1733	Hindi	tongue	88	ʤiːbʱ	ʤ iː bʱ	496
1734	Portuguese	tongue	88	lĩgwɐ	l ĩ g w ɐ	496
# 
1735	Dutch	tooth	89	tɑnt	t ɑ n t	499
1736	Swedish	tooth	89	tanːd	t a nː d	499
1737	English	tooth	89	tuːθ	t uː θ	499
1738	German	tooth	89	t͡saːn	t͡s aː n	499
1739	Spanish	tooth	89	djente	d j e n t e	499
1740	Danish	tooth	89	tanˀ	t a nˀ	499
1741	Bulgarian	tooth	89	zɤp	z ɤ p	498
1742	Greek	tooth	89	ðondi	ð o n d i	499
1743	Armenian	tooth	89	ɑtɑm	ɑ t ɑ m	499
1744	Romanian	tooth	89	dinte	d i n t e	499
1745	Russian	tooth	89	zup	z u p	498
1746	Polish	tooth	89	zɔ̃p	z ɔ̃ p	498
1747	Norwegian	tooth	89	tɑn	t ɑ n	499
1748	French	tooth	89	dɑ̃	d ɑ̃	499
1749	Czech	tooth	89	zʊp	z ʊ p	498
1750	Icelandic	tooth	89	tʰœnː	tʰ œ nː	499
1751	Italian	tooth	89	dɛnte	d ɛ n t e	499
1752	Hindi	tooth	89	dãt	d ã t	499
1753	Portuguese	tooth	89	dẽtə	d ẽ t ə	499
# 
1754	Dutch	tree	90	boːm	b oː m	502
1755	Swedish	tree	90	trɛːd	t r ɛː d	501
1756	English	tree	90	triː	t r iː	501
1757	German	tree	90	baum	b au m	502
1758	Spanish	tree	90	arvol	a r v o l	506
1759	Danish	tree	90	tʁɛˀ	t ʁ ɛˀ	501
1760	Bulgarian	tree	90	dərvɔ	d ə r v ɔ	501
1761	Greek	tree	90	ðenðro	ð e n ð r o	501
1762	Armenian	tree	90	ʦɑr	ʦ ɑ r	-503
1763	Romanian	tree	90	arbore	a r b o r e	506
1764	Russian	tree	90	dʲerʲɪvə	dʲ e rʲ ɪ v ə	501
1765	Polish	tree	90	dʒɛvɔ	d ʒ ɛ v ɔ	501
1766	Norwegian	tree	90	tɾeː	t ɾ eː	501
1767	French	tree	90	aʁbʁ	a ʁ b ʁ	506
1768	Czech	tree	90	strom	s t r o m	504
1769	Icelandic	tree	90	tʰrjɛː	tʰ r j ɛː	501
1770	Italian	tree	90	albero	a l b e r o	506
1771	Hindi	tree	90	peɽ	p e ɽ	500
1772	Portuguese	tree	90	arvurə	a r v u r ə	506
1773	Icelandic	tree	90	vɪːðʏr	v ɪː ð ʏ r	505
# 
1774	Dutch	two	91	tʋeː	t ʋ eː	507
1775	Swedish	two	91	tvoː	t v oː	507
1776	English	two	91	tuː	t uː	507
1777	German	two	91	t͡svai	t͡s v ai	507
1778	Spanish	two	91	dos	d o s	507
1779	Danish	two	91	toˀ	t oˀ	507
1780	Bulgarian	two	91	dva	d v a	507
1781	Greek	two	91	ðʝo	ð ʝ o	507
1782	Armenian	two	91	jɛɾku	j ɛ ɾ k u	507
1783	Romanian	two	91	doj	d o j	507
1784	Russian	two	91	dva	d v a	507
1785	Polish	two	91	dva	d v a	507
1786	Norwegian	two	91	tuː	t uː	507
1787	French	two	91	dø	d ø	507
1788	Czech	two	91	dva	d v a	507
1789	Icelandic	two	91	tʰveir	tʰ v ei r	507
1790	Italian	two	91	due	d ue	507
1791	Hindi	two	91	doː	d oː	507
1792	Portuguese	two	91	doiʃ	d oi ʃ	507
# 
1793	Dutch	walk (V)	92	xaːn	x aː n	509
1794	Swedish	walk (V)	92	goː	g oː	509
1795	English	walk (V)	92	ɡəʊ	ɡ əʊ	509
1796	German	walk (V)	92	ɡeːən	ɡ eːə n	509
1797	Spanish	walk (V)	92	andar	a n d a r	513
1798	Danish	walk (V)	92	gɔˀ	g ɔˀ	509
1799	Bulgarian	walk (V)	92	vɛrvʲə	v ɛ r vʲ ə	515
1800	Greek	walk (V)	92	piʝeno	p i ʝ e n o	516
1801	Romanian	walk (V)	92	umbla	u m b l a	508
1802	Russian	walk (V)	92	ɪtʲi	ɪ tʲ i	514
1803	Polish	walk (V)	92	iɕʨ	i ɕ ʨ	514
1804	Norwegian	walk (V)	92	goː	g oː	509
1805	French	walk (V)	92	vɛ	v ɛ	510
1806	Czech	walk (V)	92	jiːt	j iː t	514
1807	Icelandic	walk (V)	92	faːra	f aː r a	511
1808	Italian	walk (V)	92	vo	v o	510
1809	Hindi	walk (V)	92	ʧəlnaː	ʧ ə l n aː	514
1810	Portuguese	walk (V)	92	ɐ̃dar	ɐ̃ d a r	513
1811	Spanish	walk (V)	92	boi	b oi	510
1812	French	walk (V)	92	ale	a l e	512
1813	Italian	walk (V)	92	andare	a n d a r e	513
# 
1814	Dutch	warm	93	ʋɑrm	ʋ ɑ r m	517
1815	Swedish	warm	93	varːm	v a rː m	517
1816	English	warm	93	ʋɔːrm	ʋ ɔː r m	517
1817	German	warm	93	varm	v a r m	517
1818	Spanish	warm	93	kaliðo	k a l i ð o	520
1819	Danish	warm	93	vɑˀm	v ɑˀ m	517
1820	Bulgarian	warm	93	tɔpəl	t ɔ p ə l	519
1821	Greek	warm	93	xliaros	x l ia r o s	521
1822	Armenian	warm	93	tɑkʰ	t ɑ kʰ	522
1823	Romanian	warm	93	kald	k a l d	520
1824	Russian	warm	93	tʲoplɨj	tʲ o p l ɨ j	519
1825	Polish	warm	93	ʨɛpwɨ	ʨ ɛ p w ɨ	519
1826	Norwegian	warm	93	ʋɑɾm	ʋ ɑ ɾ m	517
1827	French	warm	93	ʃo	ʃ o	520
1828	Czech	warm	93	tɛpliː	t ɛ p l iː	519
1829	Icelandic	warm	93	l̥iːr	l̥ iː r	520
1830	Italian	warm	93	tiepido	t ie p i d o	519
1831	Hindi	warm	93	gərm	g ə r m	-518
1832	Portuguese	warm	93	kẽtə	k ẽ t ə	520
# 
1833	Dutch	water	94	ʋaːtər	ʋ aː t ə r	526
1834	Swedish	water	94	vatːen	v a tː e n	526
1835	English	water	94	ʋɔːtər	ʋ ɔː t ə r	526
1836	German	water	94	vasər	v a s ə r	526
1837	Spanish	water	94	aɣwa	a ɣ w a	523
1838	Danish	water	94	vanˀ	v a nˀ	526
1839	Bulgarian	water	94	voda	v o d a	526
1840	Greek	water	94	nero	n e r o	524
1841	Armenian	water	94	ʤuɾ	ʤ u ɾ	527
1842	Romanian	water	94	apə	a p ə	523
1843	Russian	water	94	vɐda	v ɐ d a	526
1844	Polish	water	94	vɔda	v ɔ d a	526
1845	Norwegian	water	94	ʋɑn	ʋ ɑ n	526
1846	French	water	94	o	o	523
1847	Czech	water	94	voda	v o d a	526
1848	Icelandic	water	94	vaʰtn̥	v aʰ t n̥	526
1849	Italian	water	94	akkwa	a kː w a	523
1850	Hindi	water	94	paːniː	p aː n iː	525
1851	Portuguese	water	94	agwɐ	a g w ɐ	523
# 
1852	Dutch	we	95	ʋɛɪ	ʋ ɛɪ	530
1853	Swedish	we	95	viː	v iː	530
1854	English	we	95	ʋiː	ʋ iː	530
1855	German	we	95	viːr	v iː r	530
1856	Spanish	we	95	nosotɾos	n o s o t ɾ o s	529
1857	Danish	we	95	viˀ	v iˀ	530
1858	Bulgarian	we	95	niɛ	n iɛ	529
1859	Greek	we	95	emis	e m i s	528
1860	Armenian	we	95	mɛnkʰ	m ɛ n kʰ	528
1861	Romanian	we	95	noj	n o j	529
1862	Russian	we	95	mɨ	m ɨ	528
1863	Polish	we	95	mɨ	m ɨ	528
1864	Norwegian	we	95	ʋiː	ʋ iː	530
1865	French	we	95	nu	n u	529
1866	Czech	we	95	mɪ	m ɪ	528
1867	Icelandic	we	95	vɪːð	v ɪː ð	530
1868	Italian	we	95	noi	n oi	529
1869	Hindi	we	95	ɦəm	ɦ ə m	529
1870	Portuguese	we	95	nɔʃ	n ɔ ʃ	529
# 
1871	Dutch	what	96	ʋɑt	ʋ ɑ t	531
1872	Swedish	what	96	vɑd	v ɑ d	531
1873	English	what	96	ʋɔt	ʋ ɔ t	531
1874	German	what	96	vas	v a s	531
1875	Spanish	what	96	ke	k e	531
1876	Danish	what	96	va	v a	531
1877	Bulgarian	what	96	kakvɔ	k a k v ɔ	531
1878	Greek	what	96	ti	t i	531
1879	Romanian	what	96	ʧe	ʧ e	531
1880	Russian	what	96	ʃto	ʃ t o	531
1881	Polish	what	96	ʦɔ	ʦ ɔ	531
1882	Norwegian	what	96	ʋɑː	ʋ ɑː	531
1883	French	what	96	kwa	k w a	531
1884	Czech	what	96	ʦo	ʦ o	531
1885	Icelandic	what	96	xʷaːð	xʷ aː ð	531
1886	Italian	what	96	ke	k e	531
1887	Hindi	what	96	kjaː	k j aː	531
1888	Portuguese	what	96	kə	k ə	531
# 
1889	Dutch	white	97	ʋɪt	ʋ ɪ t	532
1890	Swedish	white	97	viːt	v iː t	532
1891	English	white	97	ʋaɪt	ʋ aɪ t	532
1892	German	white	97	vais	v ai s	532
1893	Spanish	white	97	blaŋko	b l a ŋ k o	533
1894	Danish	white	97	viðˀ	v i ðˀ	532
1895	Bulgarian	white	97	bal	b a l	536
1896	Greek	white	97	lefkos	l e f k o s	535
1897	Armenian	white	97	spitɑk	s p i t ɑ k	-534
1898	Romanian	white	97	alb	a l b	537
1899	Russian	white	97	bʲelɨj	bʲ e l ɨ j	536
1900	Polish	white	97	bʲawɨ	bʲ a w ɨ	536
1901	Norwegian	white	97	ʋiːt	ʋ iː t	532
1902	French	white	97	blɑ̃	b l ɑ̃	533
1903	Czech	white	97	biːliː	b iː l iː	536
1904	Icelandic	white	97	xʷiːtʏr	xʷ iː t ʏ r	532
1905	Italian	white	97	bjanko	b j a n k o	533
1906	Portuguese	white	97	alvu	a l v u	537
# 
1907	Dutch	who	98	ʋiː	ʋ iː	538
1908	Swedish	who	98	vem	v e m	538
1909	English	who	98	huː	h uː	538
1910	German	who	98	veːr	v eː r	538
1911	Spanish	who	98	kjen	k j e n	538
1912	Danish	who	98	vɛmˀ	v ɛ mˀ	538
1913	Bulgarian	who	98	koj	k o j	538
1914	Greek	who	98	opios	o p io s	538
1915	Romanian	who	98	ʧine	ʧ i n e	538
1916	Russian	who	98	kto	k t o	538
1917	Polish	who	98	ktɔ	k t ɔ	538
1918	Norwegian	who	98	ʋem	ʋ e m	538
1919	French	who	98	ki	k i	538
1920	Czech	who	98	ɡdo	ɡ d o	538
1921	Icelandic	who	98	xʷɛːr	xʷ ɛː r	538
1922	Italian	who	98	ki	k i	538
